Date,Segmentación de Clientes
1961-06,0.0
1961-07,0.0
1961-08,0.0
1961-09,0.0
1961-10,0.0
1961-11,0.0
1961-12,0.0
1962-01,0.0
1962-02,0.0
1962-03,0.0
1962-04,0.0
1962-05,0.0
1962-06,0.0
1962-07,0.0
1962-08,0.0
1962-09,0.0
1962-10,0.0
1962-11,0.0
1962-12,0.0
1963-01,0.0
1963-02,0.0
1963-03,0.0
1963-04,0.0
1963-05,0.0
1963-06,0.0
1963-07,0.0
1963-08,0.0
1963-09,0.0
1963-10,0.0
1963-11,0.0
1963-12,0.0026587259385302564
1964-01,0.0
1964-02,0.0
1964-03,0.0
1964-04,0.0
1964-05,0.0
1964-06,0.0
1964-07,0.0
1964-08,0.0
1964-09,0.0
1964-10,0.0
1964-11,0.0
1964-12,0.0
1965-01,0.000844901442246762
1965-02,0.0
1965-03,0.0
1965-04,0.0
1965-05,0.0
1965-06,0.0
1965-07,0.0
1965-08,0.0
1965-09,0.0
1965-10,0.0
1965-11,0.0
1965-12,0.0
1966-01,0.0
1966-02,0.0
1966-03,0.0
1966-04,0.0
1966-05,0.0
1966-06,0.0
1966-07,0.0
1966-08,0.0
1966-09,0.0
1966-10,0.0
1966-11,0.009528800800419268
1966-12,0.0
1967-01,0.0
1967-02,0.00952018278750952
1967-03,0.0
1967-04,0.0
1967-05,0.0
1967-06,0.0
1967-07,0.0
1967-08,0.0
1967-09,0.003916960438699569
1967-10,0.0
1967-11,0.004506534474988734
1967-12,0.0
1968-01,0.0
1968-02,0.0
1968-03,0.0
1968-04,0.0
1968-05,0.0
1968-06,0.0
1968-07,0.0
1968-08,0.009581297307655456
1968-09,0.0
1968-10,0.0
1968-11,0.008509914049868096
1968-12,0.0
1969-01,0.0
1969-02,0.004449190247374978
1969-03,0.0
1969-04,0.0
1969-05,0.0
1969-06,0.00367147630062048
1969-07,0.0
1969-08,0.0
1969-09,0.0
1969-10,0.0
1969-11,0.003921722420487078
1969-12,0.0
1970-01,0.0010469011725293134
1970-02,0.0
1970-03,0.0
1970-04,0.0069216127357674346
1970-05,0.0
1970-06,0.0
1970-07,0.0
1970-08,0.0
1970-09,0.0
1970-10,0.0
1970-11,0.0
1970-12,0.0
1971-01,0.0006338139755981619
1971-02,0.007533524182612626
1971-03,0.0
1971-04,0.0
1971-05,0.0
1971-06,0.0030617556106671564
1971-07,0.0
1971-08,0.0
1971-09,0.0
1971-10,0.0
1971-11,0.007124536905101168
1971-12,0.0
1972-01,0.0029991662317875633
1972-02,0.006984459577440196
1972-03,0.0
1972-04,0.0
1972-05,0.0
1972-06,0.0
1972-07,0.0
1972-08,0.0
1972-09,0.0
1972-10,0.0
1972-11,0.0
1972-12,0.0
1973-01,0.0
1973-02,0.0
1973-03,0.0
1973-04,0.006120512898980935
1973-05,0.0
1973-06,0.0028076480332425526
1973-07,0.009199914134134748
1973-08,0.0036429872495446266
1973-09,0.0
1973-10,0.008825606024947048
1973-11,0.0
1973-12,0.0
1974-01,0.0005669030652448737
1974-02,0.0
1974-03,0.005145621076463929
1974-04,0.0
1974-05,0.0
1974-06,0.0
1974-07,0.0
1974-08,0.013508949679162446
1974-09,0.0
1974-10,0.008674280757553852
1974-11,0.003168869030642964
1974-12,0.0017012299892822512
1975-01,0.004248043245080235
1975-02,0.0
1975-03,0.0
1975-04,0.0
1975-05,0.0
1975-06,0.0
1975-07,0.005902142477719412
1975-08,0.0
1975-09,0.0
1975-10,0.0
1975-11,0.002972651605231867
1975-12,0.005145709336031971
1976-01,0.0014648008359130103
1976-02,0.0
1976-03,0.002508277315139962
1976-04,0.005404382954576161
1976-05,0.003123926150385805
1976-06,0.0
1976-07,0.005434339591881096
1976-08,0.0
1976-09,0.00526135795648857
1976-10,0.008253321962089742
1976-11,0.0
1976-12,0.0016850051392656748
1977-01,0.0027666343892654584
1977-02,0.006311537490532694
1977-03,0.004753868460459699
1977-04,0.0
1977-05,0.0
1977-06,0.007389526577663925
1977-07,0.0
1977-08,0.0
1977-09,0.0
1977-10,0.0
1977-11,0.002957879791765263
1977-12,0.0016200891049007694
1978-01,0.0008721095020690797
1978-02,0.0
1978-03,0.0
1978-04,0.0
1978-05,0.0027690859247362443
1978-06,0.0
1978-07,0.005408328826392645
1978-08,0.027923427755887187
1978-09,0.0
1978-10,0.007482602948145561
1978-11,0.00847457627118644
1978-12,0.0015893702914905113
1979-01,0.0012478682251154279
1979-02,0.0
1979-03,0.002183263105036788
1979-04,0.0
1979-05,0.0028580410986309983
1979-06,0.0
1979-07,0.002554343661396204
1979-08,0.0
1979-09,0.002254842273782949
1979-10,0.0
1979-11,0.0
1979-12,0.0
1980-01,0.0011726766344180592
1980-02,0.002716357907317868
1980-03,0.0
1980-04,0.002302873986735446
1980-05,0.0
1980-06,0.0
1980-07,0.004918839153959666
1980-08,0.005748778384593274
1980-09,0.0043171368748246165
1980-10,0.004523658735185018
1980-11,0.0026717251329183254
1980-12,0.0
1981-01,0.0007539061763763499
1981-02,0.0
1981-03,0.0020134093059778124
1981-04,0.002142887755539365
1981-05,0.0
1981-06,0.0
1981-07,0.0023822569502346524
1981-08,0.002641310089804543
1981-09,0.0042513391718391295
1981-10,0.0
1981-11,0.0
1981-12,0.0
1982-01,0.0010849438722370097
1982-02,0.0
1982-03,0.005873830128832675
1982-04,0.0
1982-05,0.002521813688404701
1982-06,0.006236617258798827
1982-07,0.0022938410368161487
1982-08,0.005445140212360468
1982-09,0.0
1982-10,0.0
1982-11,0.0
1982-12,0.002766557848724617
1983-01,0.0003453241385026055
1983-02,0.0048044585375228216
1983-03,0.0019112419250028668
1983-04,0.0
1983-05,0.0
1983-06,0.0
1983-07,0.0
1983-08,0.004965613129081114
1983-09,0.0
1983-10,0.01070159667822439
1983-11,0.0023410979749502515
1983-12,0.0013603776408330952
1984-01,0.0019440250390425028
1984-02,0.0
1984-03,0.0018172896941501444
1984-04,0.00399560483468185
1984-05,0.004447112712071688
1984-06,0.001826550741579601
1984-07,0.002108370229812355
1984-08,0.004806536890170633
1984-09,0.0
1984-10,0.0020311992200194996
1984-11,0.0022546897546897545
1984-12,0.0
1985-01,0.0018820577164366376
1985-02,0.00231755081230156
1985-03,0.005485664131070801
1985-04,0.0019193489568338417
1985-05,0.004301722839997419
1985-06,0.0
1985-07,0.0
1985-08,0.0
1985-09,0.0
1985-10,0.0
1985-11,0.0
1985-12,0.0024576968922422797
1986-01,0.0014610484483665478
1986-02,0.0
1986-03,0.0
1986-04,0.0037683234728869124
1986-05,0.004136846895296405
1986-06,0.0
1986-07,0.001957790046595403
1986-08,0.0022963167080003676
1986-09,0.0
1986-10,0.0
1986-11,0.004131804565644045
1986-12,0.0024075790588773457
1987-01,0.0016494754668015571
1987-02,0.0
1987-03,0.0
1987-04,0.0036270651602256037
1987-05,0.010196798205363516
1987-06,0.003329116452493508
1987-07,0.0
1987-08,0.0
1987-09,0.003187606585595206
1987-10,0.0
1987-11,0.0019815321206356758
1987-12,0.002300304790384726
1988-01,0.001040460924189416
1988-02,0.0020423168041826647
1988-03,0.006203377739178982
1988-04,0.0
1988-05,0.0
1988-06,0.0015484190641355177
1988-07,0.0
1988-08,0.0020030446278343082
1988-09,0.001548490995524861
1988-10,0.0
1988-11,0.0
1988-12,0.0011190063223857215
1989-01,0.0012438491658747495
1989-02,0.0019495077492933035
1989-03,0.0014519267067398438
1989-04,0.0016404737688244368
1989-05,0.0035017683930384847
1989-06,0.004548417908637446
1989-07,0.0
1989-08,0.0
1989-09,0.0029087947408991083
1989-10,0.0
1989-11,0.0035751313860784384
1989-12,0.001067178912544688
1990-01,0.00047062034821199563
1990-02,0.0
1990-03,0.0028369599137564186
1990-04,0.0015687504902345282
1990-05,0.004880826486618401
1990-06,0.004387696897898293
1990-07,0.0030299357653617745
1990-08,0.0
1990-09,0.00405120725976341
1990-10,0.0015442107538836901
1990-11,0.0
1990-12,0.0020697934346152256
1991-01,0.0013727526894513108
1991-02,0.0
1991-03,0.001353802832155525
1991-04,0.001471605374302827
1991-05,0.0015754730357789928
1991-06,0.0
1991-07,0.0014665982254161473
1991-08,0.0
1991-09,0.003970669984382031
1991-10,0.0014550534004597968
1991-11,0.003226587077518755
1991-12,0.0010069580803351156
1992-01,0.0006927078643123835
1992-02,0.0
1992-03,0.003685232046777879
1992-04,0.0013812345474385004
1992-05,0.008901548869503294
1992-06,0.0038321028025445165
1992-07,0.0
1992-08,0.0
1992-09,0.003668872066431044
1992-10,0.0013454423141607804
1992-11,0.0031037104858858766
1992-12,0.0019927662584817117
1993-01,0.0016279259061151876
1993-02,0.0
1993-03,0.0011371906841339157
1993-04,0.0
1993-05,0.002744802031153503
1993-06,0.0024753087947721477
1993-07,0.0
1993-08,0.0
1993-09,0.004773098815078219
1993-10,0.0
1993-11,0.0
1993-12,0.0
1994-01,0.0011263925027315018
1994-02,0.003022198044637865
1994-03,0.0022672395225193567
1994-04,0.0
1994-05,0.0025604588342230928
1994-06,0.0034099433949396443
1994-07,0.0
1994-08,0.003024986387561256
1994-09,0.0
1994-10,0.003945032546518509
1994-11,0.0
1994-12,0.0009054854307394193
1995-01,0.001759595293082591
1995-02,0.0013593975150213424
1995-03,0.002091415783914921
1995-04,0.00114073212187582
1995-05,0.005987522004143366
1995-06,0.0010938764794679386
1995-07,0.0
1995-08,0.0014135074774545558
1995-09,0.0
1995-10,0.003549161806286748
1995-11,0.0
1995-12,0.004372005176454129
1996-01,0.0018762508338892594
1996-02,0.002666560004266496
1996-03,0.0010225994477962982
1996-04,0.001067874076288924
1996-05,0.0
1996-06,0.004100503336784591
1996-07,0.0023166380947968307
1996-08,0.0037018299379326515
1996-09,0.004096010485786844
1996-10,0.0
1996-11,0.002425300737291424
1996-12,0.003332722334238723
1997-01,0.0008102299635193959
1997-02,0.0037859666834931856
1997-03,0.002029632636492795
1997-04,0.0032045461828514054
1997-05,0.0021580094520814
1997-06,0.002047585896228347
1997-07,0.003259062910777721
1997-08,0.003770217792914504
1997-09,0.004704199909679361
1997-10,0.0022273203109339154
1997-11,0.0011989688867573886
1997-12,0.0016196561469999922
1998-01,0.0021442077152492153
1998-02,0.0012209564973200005
1998-03,0.0029543261182124357
1998-04,0.0019703851117700956
1998-05,0.0
1998-06,0.0019173249482322262
1998-07,0.0010734451147512826
1998-08,0.0024312562300940897
1998-09,0.0018419937740610437
1998-10,0.0011048991227100965
1998-11,0.0
1998-12,0.0030697445972495086
1999-01,0.0009747861806512742
1999-02,0.0024770255876743206
1999-03,0.0009323748519854923
1999-04,0.0009998300288950879
1999-05,0.0031875557822261887
1999-06,0.0018638113077432041
1999-07,0.0010588957834769901
1999-08,0.0011681287745161028
1999-09,0.0
1999-10,0.0031881994112458417
1999-11,0.0
1999-12,0.004432034747152418
2000-01,0.0020818315954376663
2000-02,0.0019828287034283107
2000-03,0.002619446772841576
2000-04,0.0018202005861045888
2000-05,0.002011950988873911
2000-06,0.0008610891055006372
2000-07,0.0019349096397198251
2000-08,0.0023296175932720643
2000-09,0.000854416049351071
2000-10,0.001974489594439837
2000-11,0.001034596921039563
2000-12,0.0028063873375803326
2001-01,0.002250608468075119
2001-02,0.0021932229411119643
2001-03,0.004145180812787054
2001-04,0.0
2001-05,0.0019500399758195042
2001-06,0.0008219560911056132
2001-07,0.0
2001-08,0.0021038679612467525
2001-09,0.0016871372654879203
2001-10,0.003607731368322315
2001-11,0.0009859404886321062
2001-12,0.0020213862667017037
2002-01,0.0024224649711565172
2002-02,0.006416906409420019
2002-03,0.002379970171040523
2002-04,0.0017384803942873533
2002-05,0.0009015913086597845
2002-06,0.0008282876808773224
2002-07,0.001879310668846667
2002-08,0.0030068556308383114
2002-09,0.00504014112395147
2002-10,0.0
2002-11,0.0018501729911746749
2002-12,0.001271771132067073
2003-01,0.002372781819745697
2003-02,0.0029702088056790393
2003-03,0.0014603763389825558
2003-04,0.0015799660307303392
2003-05,0.0017111713823698012
2003-06,0.0022747435226678193
2003-07,0.0017544629150401333
2003-08,0.002753127093523727
2003-09,0.0025499470885979115
2003-10,0.0008078980109550971
2003-11,0.0009179280527992216
2003-12,0.0011675559551191492
2004-01,0.002055186500270336
2004-02,0.002630586708522224
2004-03,0.0006509823323395002
2004-04,0.0
2004-05,0.0014583105472310328
2004-06,0.001241495754084521
2004-07,0.0
2004-08,0.0038795779019242705
2004-09,0.0023378414709698536
2004-10,0.002367256113438913
2004-11,0.002286515655010518
2004-12,0.0010868620119989566
2005-01,0.0023723385327086175
2005-02,0.0008401949252226517
2005-03,0.0026043870900531946
2005-04,0.0019059478278547922
2005-05,0.0
2005-06,0.002384230698162354
2005-07,0.004943363181831022
2005-08,0.002245660261544565
2005-09,0.0006174097192638006
2005-10,0.00065407784834551
2005-11,0.002862827614835173
2005-12,0.0
2006-01,0.0029934334954322926
2006-02,0.0007534943299551671
2006-03,0.0011375205464648705
2006-04,0.0019338120592520016
2006-05,0.000650080935076417
2006-06,0.0021823101935709143
2006-07,0.002580811665268727
2006-08,0.000664473902787468
2006-09,0.0016316319038424932
2006-10,0.00277062034189455
2006-11,0.0017860757534262886
2006-12,0.0013805544306593528
2007-01,0.0022846727650505994
2007-02,0.0006960492246011637
2007-03,0.002577824522329116
2007-04,0.0026909353152968912
2007-05,0.0023416873027860222
2007-06,0.004305622664797708
2007-07,0.0012170780390438635
2007-08,0.002491296034479537
2007-09,0.002932751996715318
2007-10,0.0026138050728728855
2007-11,0.0005757483288904754
2007-12,0.001613484427186137
2008-01,0.0023674478413859786
2008-02,0.0025426691669580143
2008-03,0.0009482403030576008
2008-04,0.0015352650379210464
2008-05,0.001548371113588505
2008-06,0.0023760418943706814
2008-07,0.0026890683991438007
2008-08,0.002169279744892702
2008-09,0.0014027999887776
2008-10,0.00239053729716291
2008-11,0.0022657754616517505
2008-12,0.0036411302068161955
2009-01,0.0029482258777796585
2009-02,0.0011367124003955759
2009-03,0.0029354494662374385
2009-04,0.0030685604068034365
2009-05,0.0014876082234982595
2009-06,0.0029706835967339457
2009-07,0.004308611478140978
2009-08,0.001631019822327574
2009-09,0.003013980564131048
2009-10,0.0004381909723895868
2009-11,0.0030817907258644424
2009-12,0.0032408024226798556
2010-01,0.0025945160578923015
2010-02,0.0011400623614111693
2010-03,0.0029731440148487304
2010-04,0.0013102382013049972
2010-05,0.0041953543442894235
2010-06,0.003920953575909661
2010-07,0.0018639676415217433
2010-08,0.003408913822658563
2010-09,0.00540452899529806
2010-10,0.002112253605616905
2010-11,0.0026921161378901885
2010-12,0.002997002997002997
2011-01,0.00398422654925117
2011-02,0.0035566033421909693
2011-03,0.002458663716270207
2011-04,0.0012765522875816994
2011-05,0.0020344555390086503
2011-06,0.0018645515194230331
2011-07,0.0017767591025589775
2011-08,0.003617290649303671
2011-09,0.001801211134366748
2011-10,0.0007067071217232347
2011-11,0.0020633957716893847
2011-12,0.0034395744933663113
2012-01,0.0027585314719904422
2012-02,0.0022314355717607363
2012-03,0.001496194056369111
2012-04,0.0036054369989944835
2012-05,0.003336348403742642
2012-06,0.003155104959824997
2012-07,0.0023770378147099022
2012-08,0.0034980935390212338
2012-09,0.001419370863864592
2012-10,0.0015942149129239815
2012-11,0.0007051539703694301
2012-12,0.0011511420768329779
2013-01,0.002302519861289625
2013-02,0.0
2013-03,0.004213202068682215
2013-04,0.002822178086492703
2013-05,0.0007485870419583037
2013-06,0.0020302095176222184
2013-07,0.0018316628568079245
2013-08,0.0020213535792107827
2013-09,0.0025668586463029213
2013-10,0.00397796817625459
2013-11,0.001757895588033653
2013-12,0.002203243725574978
2014-01,0.002426128432769555
2014-02,0.0037875918491023404
2014-03,0.002119287636782356
2014-04,0.0016720898112879438
2014-05,0.002815345038130329
2014-06,0.0022017148213151158
2014-07,0.00210227571345982
2014-08,0.0026767107049308837
2014-09,0.0033020241407983094
2014-10,0.004371680255306126
2014-11,0.0024550291271670014
2014-12,0.0023241880836294524
2015-01,0.0032281855362388655
2015-02,0.00043186843559977887
2015-03,0.0010074957685177722
2015-04,0.0013130855540892767
2015-05,0.001383752668048113
2015-06,0.0021043138433789266
2015-07,0.002088038670476177
2015-08,0.001837343642056061
2015-09,0.002939585636008748
2015-10,0.0012127128690057876
2015-11,0.0025816695011246396
2015-12,0.002655930804149449
2016-01,0.002425425738011575
2016-02,0.002236344322480851
2016-03,0.0014593469714172303
2016-04,0.001396729975780702
2016-05,0.0006378425613205893
2016-06,0.0019627360540593586
2016-07,0.0018793283280555528
2016-08,0.0020533599813828698
2016-09,0.0034669994986185337
2016-10,0.00219502826098886
2016-11,0.0021460740640817716
2016-12,0.0022887694659843084
2017-01,0.003078720633886051
2017-02,0.0010802013495315526
2017-03,0.002194618794715358
2017-04,0.0009071172418797887
2017-05,0.003145562326457897
2017-06,0.0013132183304267434
2017-07,0.0020293134325329383
2017-08,0.0021252888115688576
2017-09,0.0019439415845553842
2017-10,0.0019242934836206543
2017-11,0.0020463550579502172
2017-12,0.0022311468094600626
2018-01,0.002926176144384668
2018-02,0.0014782228213952057
2018-03,0.0010427447126325916
2018-04,0.001284462118643197
2018-05,0.0023257977486277792
2018-06,0.002114050685539658
2018-07,0.002615712585501105
2018-08,0.002564599409572225
2018-09,0.002375358976125267
2018-10,0.0024008450974743107
2018-11,0.0017699428308465637
2018-12,0.0035202395245082785
2019-01,0.0024000696705938664
2019-02,0.003017619882493882
2019-03,0.00210612531445621
2019-04,0.003114757240612601
2019-05,0.0018877095947559426
2019-06,0.0021189493401591757
2019-07,0.0027243564275514164
2019-08,0.0018062838033111761
2019-09,0.001791512708543276
2019-10,0.0027719436655756578
2019-11,0.0015536062113176328
2019-12,0.0017541064362550413
2020-01,0.0020331364271508733
2020-02,0.0013717098559312734
2020-03,0.0019030260228236253
2020-04,0.001945916494236844
2020-05,0.0029972494472380344
2020-06,0.0031130645591219606
2020-07,0.001654591595088345
2020-08,0.0009194789312896381
2020-09,0.001347353508989735
2020-10,0.0025941538889146247
2020-11,0.0027691881663359026
2020-12,0.002335342957404574
2021-01,0.003355444555906913
2021-02,0.0014582148533764964
2021-03,0.002998972851798259
2021-04,0.0026517245388549037
2021-05,0.002353153421681171
2021-06,0.0017800784302556372
2021-07,0.0020077781324852476
2021-08,0.0030376736627184143
2021-09,0.0018448516647018996
2021-10,0.0021425510641336952
2021-11,0.002277229977455423
2021-12,0.0041369885291293925
2022-01,0.0038539971815551043
2022-02,0.0021476381945521577
2022-03,0.0024321674038713472
2022-04,0.0031163909699455255
2022-05,0.0027721893959795334
2022-06,0.002818059451108326
2022-07,0.002607886248013994
2022-08,0.0024734822094792082
2022-09,0.003242191721603804
2022-10,0.003337511403163961
2022-11,0.00263531462142827
2022-12,0.003252439932252881
2023-01,0.003801915839704711
2023-02,0.001150657946213645
2023-03,0.0007916613889240739
2023-04,0.0027518217920207487
2023-05,0.0029124958815487925
2023-06,0.0023313936138466126
2023-07,0.002821500586872122
2023-08,0.0019669590223426875
2023-09,0.002124089296714034
2023-10,0.003166223395391312
2023-11,0.0027423200605042404
2023-12,0.004109716989943647
2024-01,0.004572381051845085
2024-02,0.004143823837761009
2024-03,0.004091289111834499
2024-04,0.003906964519434485
2024-05,0.002613973605837177
2024-06,0.0038813125667585763
2024-07,0.0042906153943847855
2024-08,0.004800390175713482
2024-09,0.005174117395716498
2024-10,0.0028235280131130584
2024-11,0.004107218950708239
2024-12,0.003614923401019658
