Month,Calidad Total
2012-09,16.27906976744186
2012-10,17.441860465116278
2012-11,18.6046511627907
2012-12,13.953488372093023
2013-01,13.953488372093023
2013-02,17.441860465116278
2013-03,17.441860465116278
2013-04,17.441860465116278
2013-05,17.441860465116278
2013-06,17.441860465116278
2013-07,10.465116279069768
2013-08,8.13953488372093
2013-09,12.790697674418606
2013-10,16.27906976744186
2013-11,18.6046511627907
2013-12,13.953488372093023
2014-01,12.790697674418606
2014-02,15.11627906976744
2014-03,17.441860465116278
2014-04,15.11627906976744
2014-05,15.11627906976744
2014-06,13.953488372093023
2014-07,10.465116279069768
2014-08,10.465116279069768
2014-09,15.11627906976744
2014-10,16.27906976744186
2014-11,19.767441860465116
2014-12,13.953488372093023
2015-01,11.627906976744185
2015-02,16.27906976744186
2015-03,15.11627906976744
2015-04,15.11627906976744
2015-05,16.27906976744186
2015-06,15.11627906976744
2015-07,9.30232558139535
2015-08,8.13953488372093
2015-09,11.627906976744185
2015-10,16.27906976744186
2015-11,15.11627906976744
2015-12,13.953488372093023
2016-01,11.627906976744185
2016-02,12.790697674418606
2016-03,11.627906976744185
2016-04,13.953488372093023
2016-05,13.953488372093023
2016-06,10.465116279069768
2016-07,4.651162790697675
2016-08,4.651162790697675
2016-09,9.30232558139535
2016-10,12.790697674418606
2016-11,13.953488372093023
2016-12,9.30232558139535
2017-01,8.13953488372093
2017-02,10.465116279069768
2017-03,11.627906976744185
2017-04,12.790697674418606
2017-05,12.790697674418606
2017-06,5.813953488372093
2017-07,3.488372093023256
2017-08,4.651162790697675
2017-09,6.976744186046512
2017-10,10.465116279069768
2017-11,13.953488372093023
2017-12,6.976744186046512
2018-01,6.976744186046512
2018-02,9.30232558139535
2018-03,10.465116279069768
2018-04,11.627906976744185
2018-05,10.465116279069768
2018-06,4.651162790697675
2018-07,3.488372093023256
2018-08,3.488372093023256
2018-09,6.976744186046512
2018-10,8.13953488372093
2018-11,10.465116279069768
2018-12,6.976744186046512
2019-01,4.651162790697675
2019-02,8.13953488372093
2019-03,9.30232558139535
2019-04,10.465116279069768
2019-05,8.13953488372093
2019-06,4.651162790697675
2019-07,2.3255813953488373
2019-08,1.1627906976744187
2019-09,4.651162790697675
2019-10,6.976744186046512
2019-11,10.465116279069768
2019-12,5.813953488372093
2020-01,4.651162790697675
2020-02,8.13953488372093
2020-03,36.04651162790697
2020-04,6.976744186046512
2020-05,5.813953488372093
2020-06,5.813953488372093
2020-07,2.3255813953488373
2020-08,2.3255813953488373
2020-09,10.465116279069768
2020-10,10.465116279069768
2020-11,6.976744186046512
2020-12,8.13953488372093
2021-01,8.13953488372093
2021-02,8.13953488372093
2021-03,10.465116279069768
2021-04,26.744186046511626
2021-05,13.953488372093023
2021-06,11.627906976744185
2021-07,10.465116279069768
2021-08,5.813953488372093
2021-09,6.976744186046512
2021-10,6.976744186046512
2021-11,6.976744186046512
2021-12,5.813953488372093
2022-01,10.465116279069768
2022-02,19.767441860465116
2022-03,22.093023255813954
2022-04,18.6046511627907
2022-05,13.953488372093023
2022-06,12.790697674418606
2022-07,5.813953488372093
2022-08,4.651162790697675
2022-09,9.30232558139535
2022-10,10.465116279069768
2022-11,11.627906976744185
2022-12,9.30232558139535
2023-01,6.976744186046512
2023-02,13.953488372093023
2023-03,16.27906976744186
2023-04,10.465116279069768
2023-05,25.581395348837212
2023-06,31.3953488372093
2023-07,19.767441860465116
2023-08,12.790697674418606
2023-09,12.790697674418606
2023-10,11.627906976744185
2023-11,11.627906976744185
2023-12,9.30232558139535
2024-01,6.976744186046512
2024-02,9.30232558139535
2024-03,6.976744186046512
2024-04,6.976744186046512
2024-05,6.976744186046512
2024-06,5.813953488372093
2024-07,0.0
2024-08,2.3255813953488373
2024-09,3.488372093023256
2024-10,4.651162790697675
2024-11,5.813953488372093
2024-12,1.1627906976744187
2025-01,3.488372093023256
2025-02,3.488372093023256
