Date,Gestión de Costos
1969-01,2101
1969-02,866
1969-03,886
1969-04,832
1969-05,865
1969-06,923
1969-07,849
1969-08,883
1969-09,968
1969-10,862
1969-11,879
1969-12,3723
1970-01,3424
1970-02,898
1970-03,970
1970-04,942
1970-05,978
1970-06,1000
1970-07,937
1970-08,959
1970-09,1071
1970-10,1005
1970-11,1016
1970-12,2691
1971-01,2524
1971-02,1083
1971-03,1109
1971-04,1022
1971-05,1041
1971-06,1092
1971-07,1065
1971-08,1174
1971-09,1169
1971-10,1052
1971-11,1130
1971-12,3138
1972-01,2864
1972-02,1106
1972-03,1271
1972-04,1173
1972-05,1197
1972-06,1328
1972-07,1237
1972-08,1269
1972-09,1285
1972-10,1182
1972-11,1152
1972-12,3154
1973-01,3155
1973-02,1397
1973-03,1357
1973-04,1164
1973-05,1281
1973-06,1375
1973-07,1281
1973-08,1425
1973-09,1444
1973-10,1241
1973-11,1314
1973-12,3310
1974-01,3129
1974-02,1416
1974-03,1513
1974-04,1355
1974-05,1493
1974-06,1476
1974-07,1363
1974-08,1539
1974-09,1509
1974-10,1403
1974-11,1526
1974-12,3685
1975-01,3415
1975-02,1478
1975-03,1593
1975-04,1400
1975-05,1449
1975-06,1505
1975-07,1532
1975-08,1611
1975-09,1496
1975-10,1446
1975-11,1586
1975-12,4742
1976-01,4441
1976-02,1484
1976-03,1721
1976-04,1603
1976-05,1611
1976-06,1680
1976-07,1567
1976-08,1654
1976-09,1729
1976-10,1525
1976-11,1628
1976-12,5140
1977-01,4964
1977-02,1703
1977-03,1884
1977-04,1736
1977-05,1690
1977-06,1724
1977-07,1635
1977-08,1827
1977-09,1930
1977-10,1685
1977-11,1727
1977-12,5781
1978-01,5491
1978-02,1773
1978-03,1957
1978-04,1770
1978-05,1722
1978-06,1851
1978-07,1757
1978-08,1786
1978-09,1888
1978-10,1826
1978-11,1764
1978-12,5905
1979-01,5724
1979-02,1914
1979-03,2118
1979-04,1788
1979-05,1955
1979-06,2090
1979-07,1802
1979-08,2011
1979-09,2117
1979-10,1966
1979-11,1979
1979-12,6950
1980-01,6589
1980-02,2070
1980-03,2363
1980-04,1993
1980-05,2015
1980-06,2206
1980-07,1927
1980-08,1998
1980-09,2213
1980-10,2013
1980-11,2130
1980-12,7546
1981-01,7164
1981-02,2220
1981-03,2623
1981-04,2223
1981-05,2057
1981-06,2261
1981-07,2181
1981-08,2374
1981-09,2365
1981-10,2120
1981-11,2291
1981-12,7863
1982-01,7433
1982-02,2314
1982-03,2541
1982-04,2223
1982-05,2421
1982-06,2674
1982-07,2147
1982-08,2255
1982-09,2467
1982-10,2167
1982-11,2339
1982-12,8872
1983-01,8493
1983-02,2491
1983-03,2734
1983-04,2289
1983-05,2535
1983-06,2798
1983-07,2439
1983-08,2616
1983-09,2642
1983-10,2390
1983-11,2504
1983-12,9567
1984-01,9261
1984-02,2678
1984-03,2872
1984-04,2536
1984-05,2796
1984-06,3050
1984-07,2523
1984-08,2613
1984-09,2818
1984-10,2485
1984-11,2701
1984-12,10599
1985-01,10110
1985-02,2787
1985-03,3008
1985-04,2824
1985-05,2830
1985-06,3008
1985-07,2660
1985-08,2903
1985-09,3201
1985-10,2732
1985-11,3044
1985-12,11916
1986-01,11228
1986-02,2964
1986-03,3267
1986-04,2897
1986-05,2986
1986-06,3169
1986-07,2805
1986-08,3034
1986-09,3328
1986-10,2946
1986-11,3208
1986-12,12461
1987-01,11760
1987-02,3242
1987-03,3572
1987-04,3106
1987-05,3246
1987-06,3565
1987-07,3154
1987-08,3601
1987-09,3555
1987-10,2946
1987-11,3445
1987-12,14046
1988-01,13411
1988-02,3432
1988-03,3648
1988-04,3157
1988-05,3464
1988-06,3655
1988-07,3178
1988-08,3519
1988-09,3547
1988-10,3139
1988-11,3564
1988-12,14502
1989-01,13739
1989-02,3823
1989-03,4133
1989-04,3577
1989-05,3873
1989-06,4027
1989-07,3632
1989-08,4090
1989-09,4050
1989-10,3266
1989-11,3577
1989-12,16218
1990-01,15767
1990-02,4211
1990-03,4516
1990-04,4042
1990-05,4210
1990-06,4452
1990-07,3989
1990-08,4376
1990-09,4500
1990-10,3532
1990-11,3932
1990-12,17220
1991-01,16515
1991-02,4269
1991-03,4965
1991-04,4400
1991-05,4446
1991-06,4692
1991-07,4044
1991-08,4676
1991-09,4921
1991-10,3923
1991-11,4296
1991-12,16805
1992-01,16189
1992-02,4993
1992-03,5382
1992-04,4915
1992-05,5334
1992-06,5284
1992-07,4293
1992-08,5084
1992-09,5450
1992-10,4654
1992-11,4727
1992-12,17958
1993-01,17259
1993-02,5069
1993-03,5608
1993-04,5275
1993-05,5522
1993-06,5656
1993-07,4923
1993-08,5583
1993-09,5815
1993-10,4942
1993-11,5360
1993-12,20368
1994-01,19485
1994-02,5729
1994-03,6167
1994-04,5223
1994-05,6110
1994-06,6120
1994-07,5060
1994-08,5894
1994-09,6283
1994-10,5327
1994-11,5808
1994-12,21411
1995-01,20572
1995-02,6218
1995-03,6752
1995-04,6097
1995-05,6629
1995-06,6645
1995-07,5664
1995-08,6369
1995-09,7110
1995-10,5874
1995-11,6105
1995-12,22459
1996-01,21747
1996-02,6536
1996-03,7118
1996-04,6435
1996-05,7171
1996-06,7315
1996-07,6236
1996-08,6638
1996-09,7240
1996-10,6455
1996-11,6518
1996-12,23696
1997-01,23004
1997-02,7051
1997-03,7545
1997-04,7230
1997-05,7616
1997-06,7835
1997-07,6772
1997-08,7209
1997-09,7892
1997-10,6629
1997-11,7096
1997-12,24765
1998-01,23694
1998-02,7462
1998-03,8450
1998-04,7723
1998-05,8008
1998-06,8324
1998-07,7323
1998-08,7811
1998-09,8141
1998-10,7050
1998-11,7529
1998-12,27056
1999-01,25826
1999-02,7878
1999-03,8539
1999-04,7827
1999-05,8463
1999-06,8700
1999-07,7672
1999-08,8486
1999-09,8734
1999-10,7672
1999-11,8143
1999-12,30423
2000-01,28919
2000-02,8229
2000-03,9746
2000-04,8614
2000-05,8946
2000-06,9608
2000-07,8206
2000-08,8585
2000-09,9026
2000-10,8387
2000-11,8520
2000-12,31189
2001-01,29845
2001-02,8330
2001-03,10073
2001-04,8906
2001-05,9729
2001-06,9576
2001-07,8283
2001-08,9249
2001-09,9923
2001-10,9495
2001-11,9166
2001-12,33750
2002-01,32089
2002-02,9092
2002-03,10007
2002-04,9343
2002-05,10311
2002-06,9887
2002-07,9011
2002-08,9733
2002-09,10966
2002-10,9515
2002-11,10231
2002-12,37694
2003-01,36234
2003-02,10247
2003-03,11346
2003-04,9961
2003-05,10371
2003-06,11003
2003-07,9760
2003-08,11086
2003-09,12781
2003-10,9985
2003-11,10335
2003-12,41620
2004-01,40493
2004-02,11399
2004-03,12826
2004-04,12211
2004-05,13618
2004-06,14088
2004-07,11737
2004-08,12729
2004-09,13013
2004-10,11728
2004-11,12507
2004-12,47873
2005-01,46115
2005-02,12134
2005-03,13323
2005-04,12653
2005-05,14022
2005-06,14540
2005-07,12061
2005-08,13309
2005-09,13800
2005-10,12744
2005-11,13870
2005-12,55716
2006-01,54492
2006-02,13754
2006-03,15047
2006-04,14108
2006-05,16174
2006-06,18444
2006-07,16457
2006-08,17490
2006-09,19483
2006-10,19303
2006-11,18365
2006-12,51897
2007-01,50230
2007-02,15645
2007-03,18256
2007-04,18044
2007-05,20738
2007-06,20939
2007-07,19475
2007-08,20973
2007-09,20581
2007-10,18778
2007-11,21097
2007-12,58517
2008-01,54637
2008-02,16748
2008-03,19769
2008-04,20578
2008-05,21656
2008-06,23110
2008-07,21052
2008-08,21351
2008-09,25623
2008-10,23837
2008-11,23652
2008-12,75299
2009-01,68851
2009-02,18903
2009-03,21755
2009-04,23493
2009-05,24796
2009-06,25700
2009-07,24079
2009-08,26537
2009-09,28012
2009-10,24474
2009-11,26518
2009-12,76931
2010-01,70336
2010-02,19959
2010-03,24243
2010-04,25027
2010-05,30291
2010-06,32509
2010-07,31236
2010-08,29836
2010-09,32042
2010-10,31933
2010-11,31371
2010-12,85920
2011-01,78759
2011-02,23652
2011-03,27403
2011-04,30553
2011-05,34336
2011-06,33794
2011-07,33161
2011-08,36723
2011-09,36250
2011-10,31445
2011-11,31346
2011-12,90727
2012-01,89585
2012-02,26652
2012-03,28833
2012-04,30091
2012-05,34855
2012-06,39174
2012-07,32840
2012-08,30717
2012-09,36794
2012-10,34941
2012-11,37425
2012-12,108493
2013-01,101373
2013-02,26700
2013-03,30725
2013-04,30893
2013-05,34429
2013-06,37728
2013-07,33932
2013-08,36647
2013-09,40857
2013-10,39883
2013-11,38837
2013-12,109893
2014-01,103343
2014-02,29798
2014-03,34001
2014-04,35971
2014-05,38439
2014-06,39519
2014-07,36211
2014-08,37983
2014-09,42563
2014-10,40589
2014-11,39525
2014-12,125163
2015-01,118446
2015-02,29302
2015-03,34843
2015-04,35334
2015-05,38512
2015-06,39204
2015-07,35334
2015-08,36936
2015-09,40820
2015-10,41335
2015-11,41530
2015-12,134464
2016-01,124650
2016-02,32869
2016-03,38432
2016-04,40775
2016-05,40645
2016-06,44021
2016-07,39857
2016-08,42202
2016-09,47997
2016-10,44987
2016-11,44579
2016-12,132255
2017-01,122592
2017-02,35843
2017-03,41839
2017-04,41263
2017-05,45959
2017-06,48736
2017-07,49845
2017-08,47900
2017-09,51989
2017-10,49614
2017-11,50131
2017-12,149546
2018-01,139733
2018-02,40180
2018-03,45452
2018-04,48927
2018-05,49477
2018-06,54259
2018-07,54674
2018-08,52272
2018-09,56954
2018-10,57521
2018-11,53628
2018-12,157064
2019-01,146591
2019-02,44619
2019-03,52038
2019-04,50895
2019-05,55165
2019-06,59918
2019-07,59174
2019-08,56413
2019-09,62960
2019-10,64387
2019-11,67031
2019-12,179581
2020-01,166744
2020-02,50068
2020-03,55654
2020-04,52794
2020-05,56260
2020-06,63387
2020-07,60171
2020-08,60250
2020-09,63705
2020-10,66785
2020-11,70331
2020-12,198462
2021-01,181015
2021-02,55641
2021-03,64244
2021-04,59241
2021-05,62776
2021-06,67679
2021-07,63869
2021-08,66191
2021-09,69304
2021-10,72113
2021-11,71739
2021-12,218045
2022-01,199338
2022-02,55925
2022-03,64678
2022-04,61591
2022-05,67730
2022-06,74824
2022-07,70336
2022-08,75469
2022-09,73557
2022-10,74749
2022-11,80744
2022-12,247304
2023-01,222013
2023-02,62664
2023-03,80142
2023-04,70853
2023-05,77522
2023-06,79410
2023-07,74654
2023-08,78797
2023-09,79729
2023-10,84555
2023-11,88722
2023-12,264614
2024-01,239905
2024-02,69993
2024-03,76571
2024-04,78130
2024-05,86405
2024-06,85838
2024-07,84191
2024-08,83731
2024-09,86939
2024-10,88723
2024-11,90951
2024-12,134632
2025-01,109700
2025-02,64908
2025-03,37211
