Month,Lealtad del Cliente
2011-12,4.545454545454546
2012-01,7.575757575757576
2012-02,10.606060606060606
2012-03,12.121212121212121
2012-04,15.151515151515152
2012-05,10.606060606060606
2012-06,3.0303030303030303
2012-07,6.0606060606060606
2012-08,6.0606060606060606
2012-09,10.606060606060606
2012-10,15.151515151515152
2012-11,13.636363636363635
2012-12,1.5151515151515151
2013-01,15.151515151515152
2013-02,19.696969696969695
2013-03,13.636363636363635
2013-04,16.666666666666664
2013-05,7.575757575757576
2013-06,4.545454545454546
2013-07,6.0606060606060606
2013-08,0.0
2013-09,10.606060606060606
2013-10,18.181818181818183
2013-11,13.636363636363635
2013-12,1.5151515151515151
2014-01,6.0606060606060606
2014-02,15.151515151515152
2014-03,15.151515151515152
2014-04,15.151515151515152
2014-05,7.575757575757576
2014-06,6.0606060606060606
2014-07,4.545454545454546
2014-08,4.545454545454546
2014-09,13.636363636363635
2014-10,12.121212121212121
2014-11,15.151515151515152
2014-12,3.0303030303030303
2015-01,6.0606060606060606
2015-02,9.090909090909092
2015-03,16.666666666666664
2015-04,15.151515151515152
2015-05,7.575757575757576
2015-06,6.0606060606060606
2015-07,0.0
2015-08,6.0606060606060606
2015-09,12.121212121212121
2015-10,12.121212121212121
2015-11,9.090909090909092
2015-12,0.0
2016-01,6.0606060606060606
2016-02,12.121212121212121
2016-03,13.636363636363635
2016-04,18.181818181818183
2016-05,12.121212121212121
2016-06,10.606060606060606
2016-07,3.0303030303030303
2016-08,4.545454545454546
2016-09,16.666666666666664
2016-10,16.666666666666664
2016-11,16.666666666666664
2016-12,9.090909090909092
2017-01,27.27272727272727
2017-02,22.727272727272727
2017-03,22.727272727272727
2017-04,18.181818181818183
2017-05,21.21212121212121
2017-06,6.0606060606060606
2017-07,9.090909090909092
2017-08,7.575757575757576
2017-09,18.181818181818183
2017-10,18.181818181818183
2017-11,19.696969696969695
2017-12,12.121212121212121
2018-01,10.606060606060606
2018-02,21.21212121212121
2018-03,18.181818181818183
2018-04,19.696969696969695
2018-05,13.636363636363635
2018-06,10.606060606060606
2018-07,12.121212121212121
2018-08,12.121212121212121
2018-09,13.636363636363635
2018-10,24.242424242424242
2018-11,21.21212121212121
2018-12,7.575757575757576
2019-01,9.090909090909092
2019-02,19.696969696969695
2019-03,21.21212121212121
2019-04,19.696969696969695
2019-05,13.636363636363635
2019-06,10.606060606060606
2019-07,9.090909090909092
2019-08,9.090909090909092
2019-09,18.181818181818183
2019-10,18.181818181818183
2019-11,10.606060606060606
2019-12,7.575757575757576
2020-01,15.151515151515152
2020-02,19.696969696969695
2020-03,18.181818181818183
2020-04,10.606060606060606
2020-05,15.151515151515152
2020-06,9.090909090909092
2020-07,10.606060606060606
2020-08,12.121212121212121
2020-09,18.181818181818183
2020-10,21.21212121212121
2020-11,15.151515151515152
2020-12,12.121212121212121
2021-01,15.151515151515152
2021-02,12.121212121212121
2021-03,13.636363636363635
2021-04,12.121212121212121
2021-05,15.151515151515152
2021-06,10.606060606060606
2021-07,4.545454545454546
2021-08,4.545454545454546
2021-09,18.181818181818183
2021-10,18.181818181818183
2021-11,21.21212121212121
2021-12,12.121212121212121
2022-01,21.21212121212121
2022-02,28.78787878787879
2022-03,43.93939393939394
2022-04,40.909090909090914
2022-05,30.303030303030305
2022-06,21.21212121212121
2022-07,12.121212121212121
2022-08,10.606060606060606
2022-09,24.242424242424242
2022-10,21.21212121212121
2022-11,28.78787878787879
2022-12,18.181818181818183
2023-01,19.696969696969695
2023-02,19.696969696969695
2023-03,28.78787878787879
2023-04,16.666666666666664
2023-05,24.242424242424242
2023-06,15.151515151515152
2023-07,10.606060606060606
2023-08,13.636363636363635
2023-09,34.84848484848485
2023-10,34.84848484848485
2023-11,25.757575757575758
2023-12,15.151515151515152
2024-01,25.757575757575758
2024-02,34.84848484848485
2024-03,33.33333333333333
2024-04,31.818181818181817
2024-05,16.666666666666664
2024-06,16.666666666666664
2024-07,12.121212121212121
2024-08,12.121212121212121
2024-09,19.696969696969695
2024-10,30.303030303030305
2024-11,22.727272727272727
2024-12,12.121212121212121
2025-01,21.21212121212121
2025-02,40.909090909090914
