Date,Gestión de Costos
1978-07,95
1978-08,79
1978-09,84
1978-10,87
1978-11,83
1978-12,160
1979-01,198
1979-02,52
1979-03,131
1979-04,69
1979-05,67
1979-06,119
1979-07,71
1979-08,67
1979-09,102
1979-10,71
1979-11,95
1979-12,88
1980-01,229
1980-02,46
1980-03,123
1980-04,80
1980-05,77
1980-06,126
1980-07,91
1980-08,73
1980-09,110
1980-10,78
1980-11,87
1980-12,118
1981-01,230
1981-02,54
1981-03,137
1981-04,95
1981-05,69
1981-06,130
1981-07,104
1981-08,87
1981-09,124
1981-10,96
1981-11,110
1981-12,141
1982-01,254
1982-02,68
1982-03,148
1982-04,85
1982-05,76
1982-06,166
1982-07,105
1982-08,87
1982-09,124
1982-10,86
1982-11,96
1982-12,160
1983-01,298
1983-02,73
1983-03,151
1983-04,93
1983-05,101
1983-06,137
1983-07,104
1983-08,91
1983-09,154
1983-10,69
1983-11,108
1983-12,140
1984-01,299
1984-02,101
1984-03,181
1984-04,105
1984-05,95
1984-06,173
1984-07,136
1984-08,99
1984-09,147
1984-10,98
1984-11,97
1984-12,158
1985-01,403
1985-02,111
1985-03,159
1985-04,107
1985-05,114
1985-06,126
1985-07,113
1985-08,96
1985-09,154
1985-10,84
1985-11,89
1985-12,160
1986-01,424
1986-02,90
1986-03,208
1986-04,90
1986-05,124
1986-06,167
1986-07,123
1986-08,84
1986-09,192
1986-10,152
1986-11,93
1986-12,206
1987-01,411
1987-02,98
1987-03,196
1987-04,127
1987-05,102
1987-06,220
1987-07,144
1987-08,116
1987-09,252
1987-10,101
1987-11,106
1987-12,210
1988-01,510
1988-02,113
1988-03,223
1988-04,126
1988-05,95
1988-06,221
1988-07,120
1988-08,131
1988-09,201
1988-10,93
1988-11,118
1988-12,236
1989-01,596
1989-02,134
1989-03,258
1989-04,130
1989-05,137
1989-06,224
1989-07,156
1989-08,139
1989-09,259
1989-10,141
1989-11,126
1989-12,238
1990-01,713
1990-02,128
1990-03,268
1990-04,181
1990-05,202
1990-06,238
1990-07,186
1990-08,152
1990-09,329
1990-10,148
1990-11,120
1990-12,277
1991-01,633
1991-02,118
1991-03,272
1991-04,183
1991-05,164
1991-06,288
1991-07,164
1991-08,150
1991-09,296
1991-10,138
1991-11,126
1991-12,265
1992-01,585
1992-02,172
1992-03,298
1992-04,176
1992-05,186
1992-06,307
1992-07,181
1992-08,174
1992-09,343
1992-10,185
1992-11,165
1992-12,289
1993-01,546
1993-02,201
1993-03,271
1993-04,232
1993-05,212
1993-06,307
1993-07,206
1993-08,230
1993-09,296
1993-10,194
1993-11,155
1993-12,301
1994-01,899
1994-02,190
1994-03,329
1994-04,243
1994-05,226
1994-06,323
1994-07,192
1994-08,242
1994-09,289
1994-10,229
1994-11,174
1994-12,365
1995-01,895
1995-02,212
1995-03,356
1995-04,210
1995-05,221
1995-06,353
1995-07,216
1995-08,197
1995-09,431
1995-10,201
1995-11,212
1995-12,316
1996-01,984
1996-02,207
1996-03,421
1996-04,247
1996-05,224
1996-06,333
1996-07,301
1996-08,221
1996-09,360
1996-10,248
1996-11,268
1996-12,339
1997-01,919
1997-02,267
1997-03,320
1997-04,284
1997-05,225
1997-06,381
1997-07,303
1997-08,197
1997-09,342
1997-10,269
1997-11,259
1997-12,372
1998-01,898
1998-02,197
1998-03,415
1998-04,277
1998-05,257
1998-06,380
1998-07,338
1998-08,320
1998-09,399
1998-10,317
1998-11,286
1998-12,447
1999-01,876
1999-02,303
1999-03,453
1999-04,272
1999-05,216
1999-06,419
1999-07,377
1999-08,371
1999-09,514
1999-10,295
1999-11,353
1999-12,420
2000-01,964
2000-02,273
2000-03,543
2000-04,327
2000-05,320
2000-06,468
2000-07,377
2000-08,338
2000-09,448
2000-10,418
2000-11,362
2000-12,447
2001-01,885
2001-02,243
2001-03,478
2001-04,394
2001-05,432
2001-06,500
2001-07,334
2001-08,324
2001-09,595
2001-10,471
2001-11,359
2001-12,603
2002-01,1108
2002-02,277
2002-03,523
2002-04,335
2002-05,464
2002-06,473
2002-07,399
2002-08,305
2002-09,639
2002-10,431
2002-11,392
2002-12,572
2003-01,1219
2003-02,393
2003-03,582
2003-04,430
2003-05,384
2003-06,595
2003-07,414
2003-08,378
2003-09,829
2003-10,433
2003-11,424
2003-12,660
2004-01,1088
2004-02,406
2004-03,654
2004-04,554
2004-05,447
2004-06,730
2004-07,554
2004-08,453
2004-09,564
2004-10,555
2004-11,434
2004-12,576
2005-01,1126
2005-02,456
2005-03,629
2005-04,541
2005-05,496
2005-06,738
2005-07,528
2005-08,437
2005-09,671
2005-10,508
2005-11,553
2005-12,617
2006-01,1290
2006-02,440
2006-03,787
2006-04,602
2006-05,598
2006-06,855
2006-07,1029
2006-08,850
2006-09,803
2006-10,1170
2006-11,819
2006-12,846
2007-01,1382
2007-02,551
2007-03,866
2007-04,709
2007-05,936
2007-06,1086
2007-07,960
2007-08,1022
2007-09,996
2007-10,889
2007-11,841
2007-12,1023
2008-01,1246
2008-02,513
2008-03,867
2008-04,891
2008-05,799
2008-06,1293
2008-07,1445
2008-08,711
2008-09,1315
2008-10,1347
2008-11,1028
2008-12,1725
2009-01,1434
2009-02,729
2009-03,1044
2009-04,978
2009-05,1029
2009-06,1530
2009-07,1258
2009-08,1556
2009-09,2114
2009-10,1423
2009-11,987
2009-12,1726
2010-01,1849
2010-02,741
2010-03,1301
2010-04,1042
2010-05,1405
2010-06,2165
2010-07,1745
2010-08,2327
2010-09,1443
2010-10,2225
2010-11,1781
2010-12,1863
2011-01,1936
2011-02,946
2011-03,1185
2011-04,1357
2011-05,1996
2011-06,2003
2011-07,1625
2011-08,2799
2011-09,2592
2011-10,1618
2011-11,1626
2011-12,1857
2012-01,2679
2012-02,1111
2012-03,1503
2012-04,1144
2012-05,1857
2012-06,2089
2012-07,1757
2012-08,1530
2012-09,1881
2012-10,2051
2012-11,1739
2012-12,2438
2013-01,2155
2013-02,1082
2013-03,1528
2013-04,1343
2013-05,1583
2013-06,2163
2013-07,2025
2013-08,1585
2013-09,2204
2013-10,2194
2013-11,1985
2013-12,2240
2014-01,2101
2014-02,1401
2014-03,1817
2014-04,1534
2014-05,1901
2014-06,2317
2014-07,2006
2014-08,1883
2014-09,2388
2014-10,2447
2014-11,1870
2014-12,2264
2015-01,2301
2015-02,1284
2015-03,1894
2015-04,1511
2015-05,1938
2015-06,2126
2015-07,2257
2015-08,1583
2015-09,1959
2015-10,2207
2015-11,1808
2015-12,2481
2016-01,2035
2016-02,1314
2016-03,1807
2016-04,2177
2016-05,2079
2016-06,2374
2016-07,2324
2016-08,1776
2016-09,2145
2016-10,2701
2016-11,1952
2016-12,2537
2017-01,1948
2017-02,1334
2017-03,2326
2017-04,1766
2017-05,2598
2017-06,2400
2017-07,3028
2017-08,2102
2017-09,2677
2017-10,2652
2017-11,2369
2017-12,3142
2018-01,2319
2018-02,1680
2018-03,2294
2018-04,2351
2018-05,2599
2018-06,3199
2018-07,2795
2018-08,2476
2018-09,2942
2018-10,3395
2018-11,2343
2018-12,3228
2019-01,2267
2019-02,1787
2019-03,2672
2019-04,2355
2019-05,2562
2019-06,3475
2019-07,3191
2019-08,2648
2019-09,3117
2019-10,3922
2019-11,3353
2019-12,3781
2020-01,2777
2020-02,2507
2020-03,2941
2020-04,2691
2020-05,2470
2020-06,3377
2020-07,3401
2020-08,3051
2020-09,3711
2020-10,3792
2020-11,3746
2020-12,4957
2021-01,3608
2021-02,2787
2021-03,3505
2021-04,3322
2021-05,3353
2021-06,4244
2021-07,3525
2021-08,3543
2021-09,4138
2021-10,4245
2021-11,3920
2021-12,5361
2022-01,3768
2022-02,2968
2022-03,3736
2022-04,3888
2022-05,3652
2022-06,4574
2022-07,3981
2022-08,4268
2022-09,4435
2022-10,4528
2022-11,4488
2022-12,6769
2023-01,3955
2023-02,3320
2023-03,4552
2023-04,4113
2023-05,4528
2023-06,5004
2023-07,4335
2023-08,4472
2023-09,5257
2023-10,5505
2023-11,5234
2023-12,7016
2024-01,5141
2024-02,3886
2024-03,4400
2024-04,4810
2024-05,5782
2024-06,5555
2024-07,5407
2024-08,5355
2024-09,4929
2024-10,5381
2024-11,4613
2024-12,6173
2025-01,4076
2025-02,2776
