Source,SourceCode,Tool,ToolCode,Title,Subtitle
Bain & Company Usability,BU,Planificación de Escenarios,03-BU,Análisis estadístico de la Tasa de adopción y usabilidad - Bain & Co - para ,Examen basado en respuestas de ejecutivos (encuestas Bain & Co.) para medir uso e implementación en el entorno y la práctica organizacional
Bain & Company Usability,BU,Planificación Estratégica,04-BU,Análisis estadístico de la Tasa de adopción y usabilidad - Bain & Co - para ,Examen basado en respuestas de ejecutivos (encuestas Bain & Co.) para medir uso e implementación en el entorno y la práctica organizacional
Bain & Company Usability,BU,Experiencia del Cliente,05-BU,Análisis estadístico de la Tasa de adopción y usabilidad - Bain & Co - para ,Examen basado en respuestas de ejecutivos (encuestas Bain & Co.) para medir uso e implementación en el entorno y la práctica organizacional
Bain & Company Usability,BU,Calidad Total,06-BU,Análisis estadístico de la Tasa de adopción y usabilidad - Bain & Co - para ,Examen basado en respuestas de ejecutivos (encuestas Bain & Co.) para medir uso e implementación en el entorno y la práctica organizacional
Bain & Company Usability,BU,Propósito y Visión,07-BU,Análisis estadístico de la Tasa de adopción y usabilidad - Bain & Co - para ,Examen basado en respuestas de ejecutivos (encuestas Bain & Co.) para medir uso e implementación en el entorno y la práctica organizacional
Bain & Company Usability,BU,Benchmarking,08-BU,Análisis estadístico de la Tasa de adopción y usabilidad - Bain & Co - para ,Examen basado en respuestas de ejecutivos (encuestas Bain & Co.) para medir uso e implementación en el entorno y la práctica organizacional
Bain & Company Usability,BU,Competencias Centrales,09-BU,Análisis estadístico de la Tasa de adopción y usabilidad - Bain & Co - para ,Examen basado en respuestas de ejecutivos (encuestas Bain & Co.) para medir uso e implementación en el entorno y la práctica organizacional
Bain & Company Usability,BU,Cuadro de Mando Integral,10-BU,Análisis estadístico de la Tasa de adopción y usabilidad - Bain & Co - para ,Examen basado en respuestas de ejecutivos (encuestas Bain & Co.) para medir uso e implementación en el entorno y la práctica organizacional
Bain & Company Usability,BU,Alianzas y Capital de Riesgo,11-BU,Análisis estadístico de la Tasa de adopción y usabilidad - Bain & Co - para ,Examen basado en respuestas de ejecutivos (encuestas Bain & Co.) para medir uso e implementación en el entorno y la práctica organizacional
Bain & Company Usability,BU,Outsourcing,12-BU,Análisis estadístico de la Tasa de adopción y usabilidad - Bain & Co - para ,Examen basado en respuestas de ejecutivos (encuestas Bain & Co.) para medir uso e implementación en el entorno y la práctica organizacional
Bain & Company Usability,BU,Segmentación de Clientes,13-BU,Análisis estadístico de la Tasa de adopción y usabilidad - Bain & Co - para ,Examen basado en respuestas de ejecutivos (encuestas Bain & Co.) para medir uso e implementación en el entorno y la práctica organizacional
Bain & Company Usability,BU,Fusiones y Adquisiciones,14-BU,Análisis estadístico de la Tasa de adopción y usabilidad - Bain & Co - para ,Examen basado en respuestas de ejecutivos (encuestas Bain & Co.) para medir uso e implementación en el entorno y la práctica organizacional
Bain & Company Usability,BU,Gestión de Costos,15-BU,Análisis estadístico de la Tasa de adopción y usabilidad - Bain & Co - para ,Examen basado en respuestas de ejecutivos (encuestas Bain & Co.) para medir uso e implementación en el entorno y la práctica organizacional
Bain & Company Usability,BU,Presupuesto Base Cero,16-BU,Análisis estadístico de la Tasa de adopción y usabilidad - Bain & Co - para ,Examen basado en respuestas de ejecutivos (encuestas Bain & Co.) para medir uso e implementación en el entorno y la práctica organizacional
Bain & Company Usability,BU,Estrategias de Crecimiento,17-BU,Análisis estadístico de la Tasa de adopción y usabilidad - Bain & Co - para ,Examen basado en respuestas de ejecutivos (encuestas Bain & Co.) para medir uso e implementación en el entorno y la práctica organizacional
Bain & Company Usability,BU,Gestión del Conocimiento,18-BU,Análisis estadístico de la Tasa de adopción y usabilidad - Bain & Co - para ,Examen basado en respuestas de ejecutivos (encuestas Bain & Co.) para medir uso e implementación en el entorno y la práctica organizacional
Bain & Company Usability,BU,Gestión del Cambio,19-BU,Análisis estadístico de la Tasa de adopción y usabilidad - Bain & Co - para ,Examen basado en respuestas de ejecutivos (encuestas Bain & Co.) para medir uso e implementación en el entorno y la práctica organizacional
Bain & Company Usability,BU,Optimización de Precios,20-BU,Análisis estadístico de la Tasa de adopción y usabilidad - Bain & Co - para ,Examen basado en respuestas de ejecutivos (encuestas Bain & Co.) para medir uso e implementación en el entorno y la práctica organizacional
Bain & Company Usability,BU,Lealtad del Cliente,21-BU,Análisis estadístico de la Tasa de adopción y usabilidad - Bain & Co - para ,Examen basado en respuestas de ejecutivos (encuestas Bain & Co.) para medir uso e implementación en el entorno y la práctica organizacional
Bain & Company Usability,BU,Innovación Colaborativa,22-BU,Análisis estadístico de la Tasa de adopción y usabilidad - Bain & Co - para ,Examen basado en respuestas de ejecutivos (encuestas Bain & Co.) para medir uso e implementación en el entorno y la práctica organizacional
Bain & Company Usability,BU,Talento y Compromiso,23-BU,Análisis estadístico de la Tasa de adopción y usabilidad - Bain & Co - para ,Examen basado en respuestas de ejecutivos (encuestas Bain & Co.) para medir uso e implementación en el entorno y la práctica organizacional
Google Trends,GT,Reingeniería de Procesos,01-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Google Trends,GT,Gestión de la Cadena de Suministro,02-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Google Trends,GT,Planificación de Escenarios,03-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Google Trends,GT,Planificación Estratégica,04-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Google Trends,GT,Experiencia del Cliente,05-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Google Trends,GT,Calidad Total,06-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Google Trends,GT,Propósito y Visión,07-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Google Trends,GT,Benchmarking,08-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Google Trends,GT,Competencias Centrales,09-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Google Trends,GT,Cuadro de Mando Integral,10-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Google Trends,GT,Alianzas y Capital de Riesgo,11-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Google Trends,GT,Outsourcing,12-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Google Trends,GT,Segmentación de Clientes,13-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Google Trends,GT,Fusiones y Adquisiciones,14-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Google Trends,GT,Gestión de Costos,15-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Google Trends,GT,Presupuesto Base Cero,16-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Google Trends,GT,Estrategias de Crecimiento,17-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Google Trends,GT,Gestión del Conocimiento,18-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Google Trends,GT,Gestión del Cambio,19-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Google Trends,GT,Optimización de Precios,20-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Google Trends,GT,Lealtad del Cliente,21-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Google Trends,GT,Innovación Colaborativa,22-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Google Trends,GT,Talento y Compromiso,23-GT,Análisis de Tendencias de Búsqueda en Google Trends para ,"Estudio de la evolución de la frecuencia relativa de búsquedas para identificar tendencias emergentes, picos de popularidad y cambios en el interés público"
Crossref Academic Publications,CR,Reingeniería de Procesos,01-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Crossref Academic Publications,CR,Gestión de la Cadena de Suministro,02-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Crossref Academic Publications,CR,Planificación de Escenarios,03-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Crossref Academic Publications,CR,Planificación Estratégica,04-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Crossref Academic Publications,CR,Experiencia del Cliente,05-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Crossref Academic Publications,CR,Calidad Total,06-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Crossref Academic Publications,CR,Propósito y Visión,07-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Crossref Academic Publications,CR,Benchmarking,08-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Crossref Academic Publications,CR,Competencias Centrales,09-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Crossref Academic Publications,CR,Cuadro de Mando Integral,10-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Crossref Academic Publications,CR,Alianzas y Capital de Riesgo,11-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Crossref Academic Publications,CR,Outsourcing,12-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Crossref Academic Publications,CR,Segmentación de Clientes,13-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Crossref Academic Publications,CR,Fusiones y Adquisiciones,14-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Crossref Academic Publications,CR,Gestión de Costos,15-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Crossref Academic Publications,CR,Presupuesto Base Cero,16-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Crossref Academic Publications,CR,Estrategias de Crecimiento,17-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Crossref Academic Publications,CR,Gestión del Conocimiento,18-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Crossref Academic Publications,CR,Gestión del Cambio,19-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Crossref Academic Publications,CR,Optimización de Precios,20-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Crossref Academic Publications,CR,Lealtad del Cliente,21-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Crossref Academic Publications,CR,Innovación Colaborativa,22-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Crossref Academic Publications,CR,Talento y Compromiso,23-CR,Análisis bibliométrico de Publicaciones Académicas Indexadas en Crossref.org para ,"Evaluación de la producción científica reconocida sobre adopción, difusión y uso académico en la investigación revisada por pares"
Google Books Ngram,GB,Reingeniería de Procesos,01-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
Google Books Ngram,GB,Gestión de la Cadena de Suministro,02-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
Google Books Ngram,GB,Planificación de Escenarios,03-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
Google Books Ngram,GB,Planificación Estratégica,04-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
Google Books Ngram,GB,Experiencia del Cliente,05-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
Google Books Ngram,GB,Calidad Total,06-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
Google Books Ngram,GB,Propósito y Visión,07-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
Google Books Ngram,GB,Benchmarking,08-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
Google Books Ngram,GB,Competencias Centrales,09-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
Google Books Ngram,GB,Cuadro de Mando Integral,10-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
Google Books Ngram,GB,Alianzas y Capital de Riesgo,11-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
Google Books Ngram,GB,Outsourcing,12-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
Google Books Ngram,GB,Segmentación de Clientes,13-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
Google Books Ngram,GB,Fusiones y Adquisiciones,14-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
Google Books Ngram,GB,Gestión de Costos,15-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
Google Books Ngram,GB,Presupuesto Base Cero,16-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
Google Books Ngram,GB,Estrategias de Crecimiento,17-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
Google Books Ngram,GB,Gestión del Conocimiento,18-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
Google Books Ngram,GB,Gestión del Cambio,19-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
Google Books Ngram,GB,Optimización de Precios,20-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
Google Books Ngram,GB,Lealtad del Cliente,21-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
Google Books Ngram,GB,Innovación Colaborativa,22-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
Google Books Ngram,GB,Talento y Compromiso,23-GB,Análisis de Frecuencia en el Corpus Literario de Google Books Ngram para ,"Exploración diacrónico de la frecuencia de términos en libros para identificar patrones de uso, adopción y evolución conceptual en la literatura publicada"
