Fuente,Herramienta Gerencial,Grupo de Herramientas,Keywords,Link,Notas
Google Books Ngram,Alianzas y Capital de Riesgo,"Strategic Alliance, Strategic Alliances, Corporate Venture Capital",Corporate Venture Capital + Strategic Alliance + Strategic Alliances,https://books.google.com/ngrams/graph?content=Corporate+Venture+Capital+%2B+Strategic+Alliance+%2B+Strategic+Alliances&year_start=1950&year_end=2022&corpus=en&smoothing=0 ,"$Herramienta_Gerencial: Descriptores lógicos: $KEYWORDS. Extracción de datos: $Data_Collection_Date. Parámetros de búsqueda: corpus (inglés), marco temporal (1950-2022), Case Insensitive (desactivado), Suavizado (0). Índice: La métrica se calcula como: Frecuencia relativa = (Número de apariciones del término / Total de palabras en el corpus para el año) × 100. Refleja la proporción de apariciones de los términos respecto al total de palabras en el corpus por año. Metodología: La interpretación se centra en tendencias de frecuencia relativa, indicando cambios en la aparición, uso y relevancia de los términos en la literatura publicada. La disponibilidad de datos permite análisis diacrónico contextualizado en la evolución de la literatura y el lenguaje. Perfil de Usuarios: Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento. Limitaciones: Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal. Fuente: $LINK"
Google Books Ngram,Outsourcing,Outsourcing,Outsourcing,https://books.google.com/ngrams/graph?content=Outsourcing&year_start=1950&year_end=2022&corpus=en&smoothing=0 ,"$Herramienta_Gerencial: Descriptores lógicos: $KEYWORDS. Extracción de datos: $Data_Collection_Date. Parámetros de búsqueda: corpus (inglés), marco temporal (1950-2022), Case Insensitive (desactivado), Suavizado (0). Índice: La métrica se calcula como: Frecuencia relativa = (Número de apariciones del término / Total de palabras en el corpus para el año) × 100. Refleja la proporción de apariciones de los términos respecto al total de palabras en el corpus por año. Metodología: La interpretación se centra en tendencias de frecuencia relativa, indicando cambios en la aparición, uso y relevancia de los términos en la literatura publicada. La disponibilidad de datos permite análisis diacrónico contextualizado en la evolución de la literatura y el lenguaje. Perfil de Usuarios: Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento. Limitaciones: Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal. Fuente: $LINK"
Google Books Ngram,Segmentación de Clientes,Customer Segmentation,Customer Segmentation + Market Segmentation,https://books.google.com/ngrams/graph?content=Customer+Segmentation+%2B+Market+Segmentation&year_start=1950&year_end=2022&corpus=en&smoothing=0 ,"$Herramienta_Gerencial: Descriptores lógicos: $KEYWORDS. Extracción de datos: $Data_Collection_Date. Parámetros de búsqueda: corpus (inglés), marco temporal (1950-2022), Case Insensitive (desactivado), Suavizado (0). Índice: La métrica se calcula como: Frecuencia relativa = (Número de apariciones del término / Total de palabras en el corpus para el año) × 100. Refleja la proporción de apariciones de los términos respecto al total de palabras en el corpus por año. Metodología: La interpretación se centra en tendencias de frecuencia relativa, indicando cambios en la aparición, uso y relevancia de los términos en la literatura publicada. La disponibilidad de datos permite análisis diacrónico contextualizado en la evolución de la literatura y el lenguaje. Perfil de Usuarios: Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento. Limitaciones: Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal. Fuente: $LINK"
Google Books Ngram,Fusiones y Adquisiciones,"Mergers and Acquisitions, Mergers & Acquisitions",Mergers and Acquisitions + Mergers & Acquisitions,https://books.google.com/ngrams/graph?content=Mergers+and+Acquisitions+%2B+Mergers+%26+Acquisitions&year_start=1950&year_end=2022&corpus=en&smoothing=0 ,"$Herramienta_Gerencial: Descriptores lógicos: $KEYWORDS. Extracción de datos: $Data_Collection_Date. Parámetros de búsqueda: corpus (inglés), marco temporal (1950-2022), Case Insensitive (desactivado), Suavizado (0). Índice: La métrica se calcula como: Frecuencia relativa = (Número de apariciones del término / Total de palabras en el corpus para el año) × 100. Refleja la proporción de apariciones de los términos respecto al total de palabras en el corpus por año. Metodología: La interpretación se centra en tendencias de frecuencia relativa, indicando cambios en la aparición, uso y relevancia de los términos en la literatura publicada. La disponibilidad de datos permite análisis diacrónico contextualizado en la evolución de la literatura y el lenguaje. Perfil de Usuarios: Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento. Limitaciones: Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal. Fuente: $LINK"
Google Books Ngram,Gestión de Costos,"Activity-Based Costing, Activity-Based Management, Activity Based Management",Activity Based Management + Activity Based Costing,https://books.google.com/ngrams/graph?content=Activity+Based+Costing+%2B+Activity+Based+Management&year_start=1950&year_end=2022&corpus=en&smoothing=0,"$Herramienta_Gerencial: Descriptores lógicos: $KEYWORDS. Extracción de datos: $Data_Collection_Date. Parámetros de búsqueda: corpus (inglés), marco temporal (1950-2022), Case Insensitive (desactivado), Suavizado (0). Índice: La métrica se calcula como: Frecuencia relativa = (Número de apariciones del término / Total de palabras en el corpus para el año) × 100. Refleja la proporción de apariciones de los términos respecto al total de palabras en el corpus por año. Metodología: La interpretación se centra en tendencias de frecuencia relativa, indicando cambios en la aparición, uso y relevancia de los términos en la literatura publicada. La disponibilidad de datos permite análisis diacrónico contextualizado en la evolución de la literatura y el lenguaje. Perfil de Usuarios: Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento. Limitaciones: Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal. Fuente: $LINK"
Google Books Ngram,Presupuesto Base Cero,Zero-Based Budgeting,Zero Based Budgeting + Priority Based Budgeting + Program Budgeting,https://books.google.com/ngrams/graph?content=Zero+Based+Budgeting+%2B+Priority+Based+Budgeting+%2B+Program+Budgeting&year_start=1950&year_end=2022&corpus=en&smoothing=0,"$Herramienta_Gerencial: Descriptores lógicos: $KEYWORDS. Extracción de datos: $Data_Collection_Date. Parámetros de búsqueda: corpus (inglés), marco temporal (1950-2022), Case Insensitive (desactivado), Suavizado (0). Índice: La métrica se calcula como: Frecuencia relativa = (Número de apariciones del término / Total de palabras en el corpus para el año) × 100. Refleja la proporción de apariciones de los términos respecto al total de palabras en el corpus por año. Metodología: La interpretación se centra en tendencias de frecuencia relativa, indicando cambios en la aparición, uso y relevancia de los términos en la literatura publicada. La disponibilidad de datos permite análisis diacrónico contextualizado en la evolución de la literatura y el lenguaje. Perfil de Usuarios: Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento. Limitaciones: Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal. Fuente: $LINK"
Google Books Ngram,Estrategias de Crecimiento,"Growth Strategies, Growth Strategy Tools",Growth Strategies + Growth Strategy,https://books.google.com/ngrams/graph?content=Growth+Strategies+%2B+Growth+Strategy&year_start=1950&year_end=2022&corpus=en&smoothing=0,"$Herramienta_Gerencial: Descriptores lógicos: $KEYWORDS. Extracción de datos: $Data_Collection_Date. Parámetros de búsqueda: corpus (inglés), marco temporal (1950-2022), Case Insensitive (desactivado), Suavizado (0). Índice: La métrica se calcula como: Frecuencia relativa = (Número de apariciones del término / Total de palabras en el corpus para el año) × 100. Refleja la proporción de apariciones de los términos respecto al total de palabras en el corpus por año. Metodología: La interpretación se centra en tendencias de frecuencia relativa, indicando cambios en la aparición, uso y relevancia de los términos en la literatura publicada. La disponibilidad de datos permite análisis diacrónico contextualizado en la evolución de la literatura y el lenguaje. Perfil de Usuarios: Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento. Limitaciones: Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal. Fuente: $LINK"
Google Books Ngram,Gestión del Conocimiento,Knowledge Management,Knowledge Management + Intellectual Capital Management + Knowledge Transfer,https://books.google.com/ngrams/graph?content=Knowledge+Management+%2B+Intellectual+Capital+Management+%2B+Knowledge+Transfer&year_start=1950&year_end=2022&corpus=en&smoothing=0,"$Herramienta_Gerencial: Descriptores lógicos: $KEYWORDS. Extracción de datos: $Data_Collection_Date. Parámetros de búsqueda: corpus (inglés), marco temporal (1950-2022), Case Insensitive (desactivado), Suavizado (0). Índice: La métrica se calcula como: Frecuencia relativa = (Número de apariciones del término / Total de palabras en el corpus para el año) × 100. Refleja la proporción de apariciones de los términos respecto al total de palabras en el corpus por año. Metodología: La interpretación se centra en tendencias de frecuencia relativa, indicando cambios en la aparición, uso y relevancia de los términos en la literatura publicada. La disponibilidad de datos permite análisis diacrónico contextualizado en la evolución de la literatura y el lenguaje. Perfil de Usuarios: Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento. Limitaciones: Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal. Fuente: $LINK"
Google Books Ngram,Gestión del Cambio,Change Management Programs,Change Management Programs + Change Management,https://books.google.com/ngrams/graph?content=Change+Management+Programs+%2B+Change+Management&year_start=1950&year_end=2022&corpus=en&smoothing=0 ,"$Herramienta_Gerencial: Descriptores lógicos: $KEYWORDS. Extracción de datos: $Data_Collection_Date. Parámetros de búsqueda: corpus (inglés), marco temporal (1950-2022), Case Insensitive (desactivado), Suavizado (0). Índice: La métrica se calcula como: Frecuencia relativa = (Número de apariciones del término / Total de palabras en el corpus para el año) × 100. Refleja la proporción de apariciones de los términos respecto al total de palabras en el corpus por año. Metodología: La interpretación se centra en tendencias de frecuencia relativa, indicando cambios en la aparición, uso y relevancia de los términos en la literatura publicada. La disponibilidad de datos permite análisis diacrónico contextualizado en la evolución de la literatura y el lenguaje. Perfil de Usuarios: Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento. Limitaciones: Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal. Fuente: $LINK"
Google Books Ngram,Optimización de Precios,Price Optimization Models,Price Optimization + Pricing Optimization + Dynamic Pricing Models + Optimal Pricing + Dynamic Pricing,https://books.google.com/ngrams/graph?content=Price+Optimization+%2B+Pricing+Optimization+%2B+Dynamic+Pricing+Models+%2B+Optimal+Pricing+%2B+Dynamic+Pricing&year_start=1950&year_end=2022&corpus=en&smoothing=0,"$Herramienta_Gerencial: Descriptores lógicos: $KEYWORDS. Extracción de datos: $Data_Collection_Date. Parámetros de búsqueda: corpus (inglés), marco temporal (1950-2022), Case Insensitive (desactivado), Suavizado (0). Índice: La métrica se calcula como: Frecuencia relativa = (Número de apariciones del término / Total de palabras en el corpus para el año) × 100. Refleja la proporción de apariciones de los términos respecto al total de palabras en el corpus por año. Metodología: La interpretación se centra en tendencias de frecuencia relativa, indicando cambios en la aparición, uso y relevancia de los términos en la literatura publicada. La disponibilidad de datos permite análisis diacrónico contextualizado en la evolución de la literatura y el lenguaje. Perfil de Usuarios: Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento. Limitaciones: Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal. Fuente: $LINK"
Google Books Ngram,Lealtad del Cliente,Loyalty Management + Customer Loyalty + Satisfaction and Loyalty + Customer Retention,Loyalty Management + Customer Loyalty + Satisfaction and Loyalty + Customer Retention,https://books.google.com/ngrams/graph?content=Loyalty+Management%2CCustomer+Loyalty%2CSatisfaction+and+Loyalty%2CCustomer+Retention&year_start=1950&year_end=2022&corpus=en&smoothing=0,"$Herramienta_Gerencial: Descriptores lógicos: $KEYWORDS. Extracción de datos: $Data_Collection_Date. Parámetros de búsqueda: corpus (inglés), marco temporal (1950-2022), Case Insensitive (desactivado), Suavizado (0). Índice: La métrica se calcula como: Frecuencia relativa = (Número de apariciones del término / Total de palabras en el corpus para el año) × 100. Refleja la proporción de apariciones de los términos respecto al total de palabras en el corpus por año. Metodología: La interpretación se centra en tendencias de frecuencia relativa, indicando cambios en la aparición, uso y relevancia de los términos en la literatura publicada. La disponibilidad de datos permite análisis diacrónico contextualizado en la evolución de la literatura y el lenguaje. Perfil de Usuarios: Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento. Limitaciones: Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal. Fuente: $LINK"
Google Books Ngram,Innovación Colaborativa,"Open-Market Innovation, Collaborative Innovation, Open Innovation, Design Thinking",Design Thinking + Open Innovation + Collaborative Innovation + Market Innovation + Crowdsourcing Innovation,https://books.google.com/ngrams/graph?content=Design+Thinking+%2B+Open+Innovation+%2B+Collaborative+Innovation+%2B+Market+Innovation+%2B+Crowdsourcing+Innovation&year_start=1950&year_end=2022&corpus=en&smoothing=0,"$Herramienta_Gerencial: Descriptores lógicos: $KEYWORDS. Extracción de datos: $Data_Collection_Date. Parámetros de búsqueda: corpus (inglés), marco temporal (1950-2022), Case Insensitive (desactivado), Suavizado (0). Índice: La métrica se calcula como: Frecuencia relativa = (Número de apariciones del término / Total de palabras en el corpus para el año) × 100. Refleja la proporción de apariciones de los términos respecto al total de palabras en el corpus por año. Metodología: La interpretación se centra en tendencias de frecuencia relativa, indicando cambios en la aparición, uso y relevancia de los términos en la literatura publicada. La disponibilidad de datos permite análisis diacrónico contextualizado en la evolución de la literatura y el lenguaje. Perfil de Usuarios: Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento. Limitaciones: Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal. Fuente: $LINK"
Google Books Ngram,Talento y Compromiso,"Corporate Code of Ethics, Employee Engagement Surveys, Employee Engagement Systems",Corporate Code of Ethics+Employee Engagement Programs+Employee Engagement Surveys+Employee Engagement,https://books.google.com/ngrams/graph?content=Corporate+Code+of+Ethics%2BEmployee+Engagement+Programs%2BEmployee+Engagement+Surveys%2BEmployee+Engagement&year_start=1950&year_end=2022&corpus=en&smoothing=0,"$Herramienta_Gerencial: Descriptores lógicos: $KEYWORDS. Extracción de datos: $Data_Collection_Date. Parámetros de búsqueda: corpus (inglés), marco temporal (1950-2022), Case Insensitive (desactivado), Suavizado (0). Índice: La métrica se calcula como: Frecuencia relativa = (Número de apariciones del término / Total de palabras en el corpus para el año) × 100. Refleja la proporción de apariciones de los términos respecto al total de palabras en el corpus por año. Metodología: La interpretación se centra en tendencias de frecuencia relativa, indicando cambios en la aparición, uso y relevancia de los términos en la literatura publicada. La disponibilidad de datos permite análisis diacrónico contextualizado en la evolución de la literatura y el lenguaje. Perfil de Usuarios: Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento. Limitaciones: Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal. Fuente: $LINK"
