Fuente,Herramienta Gerencial,Grupo de Herramientas,Keywords,Link,Notas
Bain - Usabilidad,Alianzas y Capital de Riesgo,"Strategic Alliance, Strategic Alliances, Corporate Venture Capital","Strategic Alliance (1993); Strategic Alliances (1996, 1999, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2017); Corporate Venture Capital (2022)","Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023).","ALIANZA ESTRATÉGICA Y CAPITAL DE RIESGO: Descriptores lógicos: Strategic Alliance (1993); Strategic Alliances (1996, 1999, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2017); Corporate Venture Capital (2022). Extracción de datos: [De 07/2024 - 01/2025]. Parámetros de Insumos: Encuesta de Herramientas Gerenciales de Bain & Company (Darrell Rigby); marco temporal: 1993-2022; cobertura global y multisectorial; perfil de encuestados: CEOs (Directores Ejecutivos), CFOs (Directores Financieros), COOs (Directores de Operaciones), y otros líderes senior. Metodología: Encuesta online; cuestionarios estructurados; muestreo probabilístico y estratificado; análisis estadístico. Año/#Encuestados: 1993/500; 1996/784; 1999/475; 2000/214; 2002/708; 2004/960; 2006/1221; 2008/1430; 2010/1230; 2012/1208; 2014/1067; 2017/1268; 2022/1068. Indicador de Usabilidad: La métrica se calcula como: Indicador de Usabilidad = (Número de ejecutivos que reportan uso de la herramienta en el año de la encuesta / Número total de ejecutivos encuestados en ese año) × 100. Refleja el porcentaje de ejecutivos que indicaron haber utilizado la herramienta de gestión en su organización durante el periodo previo al año de la encuesta. Perfil de Usuarios: Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas para la expansión y diversificación con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, especialistas en desarrollo de negocios, fusiones y adquisiciones e inversiones corporativas que buscan mecanismos para expandir su negocio mediante alianzas y nuevas iniciativas. Limitaciones: La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad. Fuente: Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023)."
Bain - Usabilidad,Outsourcing,Outsourcing,"Outsourcing (1999, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014)","Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023).","OUTSOURCING: Descriptores lógicos: Outsourcing (1999, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014). Extracción de datos: [De 07/2024 - 01/2025]. Parámetros de Insumos: Encuesta de Herramientas Gerenciales de Bain & Company (Darrell Rigby); marco temporal: 1999-2014; cobertura global y multisectorial; perfil de encuestados: CEOs (Directores Ejecutivos), CFOs (Directores Financieros), COOs (Directores de Operaciones), y otros líderes senior. Metodología: Encuesta online; cuestionarios estructurados; muestreo probabilístico y estratificado; análisis estadístico. Año/#Encuestados: 1999/475; 2000/214; 2002/708; 2004/960; 2006/1221; 2008/1430; 2010/1230; 2012/1208; 2014/1067. Indicador de Usabilidad: La métrica se calcula como: Indicador de Usabilidad = (Número de ejecutivos que reportan uso de la herramienta en el año de la encuesta / Número total de ejecutivos encuestados en ese año) × 100. Refleja el porcentaje de ejecutivos que indicaron haber utilizado la herramienta de gestión en su organización durante el periodo previo al año de la encuesta. Perfil de Usuarios: Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas para optimizar operaciones y reducir costos con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, directores de operaciones, responsables de compras y abastecimiento, y especialistas en reducción de costos que buscan alternativas para concentrar recursos en actividades clave. Limitaciones: La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad. Fuente: Rigby (2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017)."
Bain - Usabilidad,Segmentación de Clientes,Customer Segmentation,"Customer Segmentation (1999, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2017)","Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023).","SEGMENTACIÓN DE CLIENTES: Descriptores lógicos: Customer Segmentation (1999, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2017). Extracción de datos: [De 07/2024 - 01/2025]. Parámetros de Insumos: Encuesta de Herramientas Gerenciales de Bain & Company (Darrell Rigby); marco temporal: 1999-2017; cobertura global y multisectorial; perfil de encuestados: CEOs (Directores Ejecutivos), CFOs (Directores Financieros), COOs (Directores de Operaciones), y otros líderes senior. Metodología: Encuesta online; cuestionarios estructurados; muestreo probabilístico y estratificado; análisis estadístico. Año/#Encuestados: 1999/475; 2000/214; 2002/708; 2004/960; 2006/1221; 2008/1430; 2010/1230; 2012/1208; 2014/1067; 2017/1268. Indicador de Usabilidad: La métrica se calcula como: Indicador de Usabilidad = (Número de ejecutivos que reportan uso de la herramienta en el año de la encuesta / Número total de ejecutivos encuestados en ese año) × 100. Refleja el porcentaje de ejecutivos que indicaron haber utilizado la herramienta de gestión en su organización durante el periodo previo al año de la encuesta. Perfil de Usuarios: Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas de análisis de mercado con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, directores de marketing y ventas, analistas de mercado y estrategas que buscan enfocar sus estrategias en los segmentos de clientes más rentables y con mayor potencial de crecimiento. Limitaciones: La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad. Fuente: Rigby (2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017)."
Bain - Usabilidad,Fusiones y Adquisiciones,"Mergers and Acquisitions, Mergers & Acquisitions","Mergers and Acquisitions (2006, 2008, 2010, 2012, 2014, 2017)","Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023).","FUSIONES Y ADQUISICIONES: Descriptores lógicos: Mergers and Acquisitions (2006, 2008, 2010, 2012, 2014, 2017). Extracción de datos: [De 07/2024 - 01/2025]. Parámetros de Insumos: Encuesta de Herramientas Gerenciales de Bain & Company (Darrell Rigby); marco temporal: 2006-2017; cobertura global y multisectorial; perfil de encuestados: CEOs (Directores Ejecutivos), CFOs (Directores Financieros), COOs (Directores de Operaciones), y otros líderes senior. Metodología: Encuesta online; cuestionarios estructurados; muestreo probabilístico y estratificado; análisis estadístico. Año/#Encuestados: 2006/1221; 2008/1430; 2010/1230; 2012/1208; 2014/1067; 2017/1268. Indicador de Usabilidad: La métrica se calcula como: Indicador de Usabilidad = (Número de ejecutivos que reportan uso de la herramienta en el año de la encuesta / Número total de ejecutivos encuestados en ese año) × 100. Refleja el porcentaje de ejecutivos que indicaron haber utilizado la herramienta de gestión en su organización durante el periodo previo al año de la encuesta. Perfil de Usuarios: Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas para la expansión y crecimiento corporativo con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, especialistas en finanzas corporativas, desarrollo de negocios y estrategia empresarial que buscan mecanismos para crecer mediante la adquisición o fusión con otras empresas. Limitaciones: La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad. Fuente: Rigby & Bilodeau (2007, 2009, 2011, 2013, 2015, 2017)."
Bain - Usabilidad,Gestión de Costos,"Activity-Based Costing, Activity-Based Management, Activity Based Management","Activity-Based Costing (1993); Activity-Based Management (1999, 2000, 2002, 2004)","Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023).","ASIGNACIÓN Y GESTIÓN DE COSTOS: Descriptores lógicos: Activity-Based Costing (1993); Activity-Based Management (1999, 2000, 2002, 2004). Extracción de datos: [De 07/2024 - 01/2025]. Parámetros de Insumos: Encuesta de Herramientas Gerenciales de Bain & Company (Darrell Rigby); marco temporal: 1993-2004; cobertura global y multisectorial; perfil de encuestados: CEOs (Directores Ejecutivos), CFOs (Directores Financieros), COOs (Directores de Operaciones), y otros líderes senior. Metodología: Encuesta online; cuestionarios estructurados; muestreo probabilístico y estratificado; análisis estadístico. Año/#Encuestados: 1993/500; 1999/475; 2000/214; 2002/708; 2004/960. Indicador de Usabilidad: La métrica se calcula como: Indicador de Usabilidad = (Número de ejecutivos que reportan uso de la herramienta en el año de la encuesta / Número total de ejecutivos encuestados en ese año) × 100. Refleja el porcentaje de ejecutivos que indicaron haber utilizado la herramienta de gestión en su organización durante el periodo previo al año de la encuesta. Perfil de Usuarios: Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas para gestionar y asignar costos con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, contadores de gestión, analistas financieros y especialistas en control de costos que buscan comprender y gestionar mejor los costos de sus organizaciones. Limitaciones: La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad. Fuente: Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005)."
Bain - Usabilidad,Presupuesto Base Cero,Zero-Based Budgeting,"Zero-Based Budgeting (2012, 2014, 2017, 2022)","Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023).","PRESUPUESTO BASE CERO: Descriptores lógicos: Zero-Based Budgeting (2012, 2014, 2017, 2022). Extracción de datos: [De 07/2024 - 01/2025]. Parámetros de Insumos: Encuesta de Herramientas Gerenciales de Bain & Company (Darrell Rigby); marco temporal: 2012-2022; cobertura global y multisectorial; perfil de encuestados: CEOs (Directores Ejecutivos), CFOs (Directores Financieros), COOs (Directores de Operaciones), y otros líderes senior en áreas como estrategia, marketing y recursos humanos de corporaciones multinacionales y medianas empresas. Metodología: Encuesta online; cuestionarios estructurados; muestreo probabilístico y estratificado (por regiones, tamaños y sectores empresariales); análisis estadístico. Año/#Encuestados: 2012/1208; 2014/1067; 2017/1268; 2022/1068. Indicador de Usabilidad: La métrica se calcula como: Indicador de Usabilidad = (Número de ejecutivos que reportan uso de la herramienta en el año de la encuesta / Número total de ejecutivos encuestados en ese año) × 100. Refleja el porcentaje de ejecutivos que indicaron haber utilizado la herramienta de gestión en su organización durante el periodo previo al año de la encuesta. Perfil de Usuarios: Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas de gestión de presupuesto con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, directores financieros, analistas de presupuesto y responsables de planificación financiera que buscan reevaluar y optimizar las asignaciones de recursos en sus organizaciones. Limitaciones: La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad. Fuente: Rigby & Bilodeau (2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023)."
Bain - Usabilidad,Estrategias de Crecimiento,"Growth Strategies, Growth Strategy Tools","Growth Strategies (1996, 1999, 2000, 2002, 2004); Growth Strategy Tools (2006, 2008)","Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023).","ESTRATEGIAS DE CRECIMIENTO: Descriptores lógicos: Growth Strategies (1996, 1999, 2000, 2002, 2004); Growth Strategy Tools (2006, 2008). Extracción de datos: [De 07/2024 - 01/2025]. Parámetros de Insumos: Encuesta de Herramientas Gerenciales de Bain & Company (Darrell Rigby); marco temporal: 1996-2008; cobertura global y multisectorial; perfil de encuestados: CEOs (Directores Ejecutivos), CFOs (Directores Financieros), COOs (Directores de Operaciones), y otros líderes senior. Metodología: Encuesta online; cuestionarios estructurados; muestreo probabilístico y estratificado; análisis estadístico. Año/#Encuestados: 1996/784; 1999/475; 2000/214; 2002/708; 2004/960; 2006/1221; 2008/1430. Indicador de Usabilidad: La métrica se calcula como: Indicador de Usabilidad = (Número de ejecutivos que reportan uso de la herramienta en el año de la encuesta / Número total de ejecutivos encuestados en ese año) × 100. Refleja el porcentaje de ejecutivos que indicaron haber utilizado la herramienta de gestión en su organización durante el periodo previo al año de la encuesta. Perfil de Usuarios: Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas para la expansión del negocio con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, responsables de estrategia, desarrollo de negocios y marketing que buscan mejorar las ventas y la cuota de mercado de sus organizaciones. Limitaciones: La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad. Fuente: Rigby (2001, 2003); Rigby & Bilodeau (2005, 2007, 2009)."
Bain - Usabilidad,Gestión del Conocimiento,Knowledge Management,"Knowledge Management (1999, 2000, 2002, 2004, 2006, 2008, 2010)","Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023).","GESTIÓN DEL CONOCIMIENTO: Descriptores lógicos: Knowledge Management (1999, 2000, 2002, 2004, 2006, 2008, 2010). Extracción de datos: [De 07/2024 - 01/2025]. Parámetros de Insumos: Encuesta de Herramientas Gerenciales de Bain & Company (Darrell Rigby); marco temporal: 1999-2010; cobertura global y multisectorial; perfil de encuestados: CEOs (Directores Ejecutivos), CFOs (Directores Financieros), COOs (Directores de Operaciones), y otros líderes senior. Metodología: Encuesta online; cuestionarios estructurados; muestreo probabilístico y estratificado; análisis estadístico. Año/#Encuestados: 1999/475; 2000/214; 2002/708; 2004/960; 2006/1221; 2008/1430; 2010/1230. Indicador de Usabilidad: La métrica se calcula como: Indicador de Usabilidad = (Número de ejecutivos que reportan uso de la herramienta en el año de la encuesta / Número total de ejecutivos encuestados en ese año) × 100. Refleja el porcentaje de ejecutivos que indicaron haber utilizado la herramienta de gestión en su organización durante el periodo previo al año de la encuesta. Perfil de Usuarios: Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas para compartir información y gestionar el conocimiento con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, especialistas en recursos humanos, tecnología de la información y gestión del conocimiento que buscan mejorar la comunicación, la colaboración y el aprendizaje organizacional. Limitaciones: La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad. Fuente: Rigby (2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011)."
Bain - Usabilidad,Gestión del Cambio,Change Management Programs,"Change Management Programs (2002, 2004, 2010, 2012, 2014, 2017, 2022)","Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023).","GESTIÓN DEL CAMBIO: Descriptores lógicos: Change Management Programs (2002, 2004, 2010, 2012, 2014, 2017, 2022). Extracción de datos: [De 07/2024 - 01/2025]. Parámetros de Insumos: Encuesta de Herramientas Gerenciales de Bain & Company (Darrell Rigby); marco temporal: 2002-2022; cobertura global y multisectorial; perfil de encuestados: CEOs (Directores Ejecutivos), CFOs (Directores Financieros), COOs (Directores de Operaciones), y otros líderes senior. Metodología: Encuesta online; cuestionarios estructurados; muestreo probabilístico y estratificado; análisis estadístico. Año/#Encuestados: 2002/708; 2004/960; 2010/1230; 2012/1208; 2014/1067; 2017/1268; 2022/1068. Indicador de Usabilidad: La métrica se calcula como: Indicador de Usabilidad = (Número de ejecutivos que reportan uso de la herramienta en el año de la encuesta / Número total de ejecutivos encuestados en ese año) × 100. Refleja el porcentaje de ejecutivos que indicaron haber utilizado la herramienta de gestión en su organización durante el periodo previo al año de la encuesta. Perfil de Usuarios: Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas para facilitar la adopción de cambios con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, directores de recursos humanos, responsables de procesos y especialistas en gestión del cambio que buscan mecanismos para gestionar eficazmente las transiciones y transformaciones en sus organizaciones. Limitaciones: La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad. Fuente: Rigby (2003); Rigby & Bilodeau (2005, 2011, 2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023)."
Bain - Usabilidad,Optimización de Precios,Price Optimization Models,"Price Optimization Models (2004, 2008, 2010, 2012, 2014, 2017)","Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023).","OPTIMIZACIÓN DE PRECIOS: Descriptores lógicos: Price Optimization Models (2004, 2008, 2010, 2012, 2014, 2017). Extracción de datos: [De 07/2024 - 01/2025]. Parámetros de Insumos: Encuesta de Herramientas Gerenciales de Bain & Company (Darrell Rigby); marco temporal: 2004-2017; cobertura global y multisectorial; perfil de encuestados: CEOs (Directores Ejecutivos), CFOs (Directores Financieros), COOs (Directores de Operaciones), y otros líderes senior. Metodología: Encuesta online; cuestionarios estructurados; muestreo probabilístico y estratificado; análisis estadístico. Año/#Encuestados: 2004/960; 2008/1430; 2010/1230; 2012/1208; 2014/1067; 2017/1268. Indicador de Usabilidad: La métrica se calcula como: Indicador de Usabilidad = (Número de ejecutivos que reportan uso de la herramienta en el año de la encuesta / Número total de ejecutivos encuestados en ese año) × 100. Refleja el porcentaje de ejecutivos que indicaron haber utilizado la herramienta de gestión en su organización durante el periodo previo al año de la encuesta. Perfil de Usuarios: Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas para mejorar la definición de precios y tarifas con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, responsables de marketing, finanzas y ventas que buscan maximizar los ingresos y optimizar la rentabilidad mediante la correcta fijación de precios. Limitaciones: La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad. Fuente: Rigby (2003); Rigby & Bilodeau (2007, 2009, 2011, 2013, 2015, 2017)."
Bain - Usabilidad,Lealtad del Cliente,Loyalty Management + Customer Loyalty + Satisfaction and Loyalty + Customer Retention,"Loyalty Management (2004); Loyalty Management Tools (2006, 2008); Satisfaction and Loyalty Management (2010, 2012, 2014)","Rigby (2003); Rigby & Bilodeau (2007, 2009, 2011, 2013, 2015)","GESTIÓN DE LA LEALTAD DEL CLIENTE: Descriptores lógicos: Loyalty Management (2004); Loyalty Management Tools (2006, 2008); Satisfaction and Loyalty Management (2010, 2012, 2014). Extracción de datos: [De 07/2024 - 01/2025]. Parámetros de Insumos: Encuesta de Herramientas Gerenciales de Bain & Company (Darrell Rigby); marco temporal: 2004-2014; cobertura global y multisectorial; perfil de encuestados: CEOs (Directores Ejecutivos), CFOs (Directores Financieros), COOs (Directores de Operaciones), y otros líderes senior. Metodología: Encuesta online; cuestionarios estructurados; muestreo probabilístico y estratificado; análisis estadístico. Año/#Encuestados: 2004/960; 2006/1221; 2008/1430; 2010/1230; 2012/1208; 2014/1067. Indicador de Usabilidad: La métrica se calcula como: Indicador de Usabilidad = (Número de ejecutivos que reportan uso de la herramienta en el año de la encuesta / Número total de ejecutivos encuestados en ese año) × 100. Refleja el porcentaje de ejecutivos que indicaron haber utilizado la herramienta de gestión en su organización durante el periodo previo al año de la encuesta. Perfil de Usuarios: Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas para mejorar la retención y la fidelización de clientes con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, responsables de marketing, ventas y experiencia del cliente que buscan mejorar la satisfacción y retención de los clientes a largo plazo. Limitaciones: La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad. Fuente: Rigby (2003); Rigby & Bilodeau (2007, 2009, 2011, 2013, 2015)."
Bain - Usabilidad,Innovación Colaborativa,"Open-Market Innovation, Collaborative Innovation, Open Innovation, Design Thinking","Open-Market Innovation (2004); Collaborative Innovation (2006, 2008); Open Innovation (2010, 2012); Design Thinking (2022)","Rigby (2003); Rigby & Bilodeau (2007, 2009, 2011, 2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023).","GESTIÓN DE LA INNOVACIÓN COLABORATIVA: Descriptores lógicos: Open-Market Innovation (2004); Collaborative Innovation (2006, 2008); Open Innovation (2010, 2012); Design Thinking (2022). Extracción de datos: [De 07/2024 - 01/2025]. Parámetros de Insumos: Encuesta de Herramientas Gerenciales de Bain & Company (Darrell Rigby); marco temporal: 2004-2022; cobertura global y multisectorial; perfil de encuestados: CEOs (Directores Ejecutivos), CFOs (Directores Financieros), COOs (Directores de Operaciones), y otros líderes senior. Metodología: Encuesta online; cuestionarios estructurados; muestreo probabilístico y estratificado; análisis estadístico. Año/#Encuestados: 2004/960; 2006/1221; 2008/1430; 2010/1230; 2012/1208; 2022/1068. Indicador de Usabilidad: La métrica se calcula como: Indicador de Usabilidad = (Número de ejecutivos que reportan uso de la herramienta en el año de la encuesta / Número total de ejecutivos encuestados en ese año) × 100. Refleja el porcentaje de ejecutivos que indicaron haber utilizado la herramienta de gestión en su organización durante el periodo previo al año de la encuesta. Perfil de Usuarios: Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de metodologías de gestión de innovación con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, directores de investigación y desarrollo, gerentes de producto y especialistas en innovación que buscan nuevas ideas y soluciones mediante el uso de la colaboración y la participación del mercado. Limitaciones: La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad. Fuente: Rigby (2003); Rigby & Bilodeau (2007, 2009, 2011, 2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023)."
Bain - Usabilidad,Talento y Compromiso,"Corporate Code of Ethics, Employee Engagement Surveys, Employee Engagement Systems","Corporate Code of Ethics (2002); Employee Engagement Surveys (2012, 2014); Employee Engagement Systems (2017, 2022)","Rigby (2003); Rigby & Bilodeau (2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023).","GESTIÓN DEL TALENTO Y COMPROMISO DE EMPLEADOS: Descriptores lógicos: Corporate Code of Ethics (2002); Employee Engagement Surveys (2012, 2014); Employee Engagement Systems (2017, 2022). Extracción de datos: [De 07/2024 - 01/2025]. Parámetros de Insumos: Encuesta de Herramientas Gerenciales de Bain & Company (Darrell Rigby); marco temporal: 2002-2022; cobertura global y multisectorial; perfil de encuestados: CEOs (Directores Ejecutivos), CFOs (Directores Financieros), COOs (Directores de Operaciones), y otros líderes senior. Metodología: Encuesta online; cuestionarios estructurados; muestreo probabilístico y estratificado; análisis estadístico. Año/#Encuestados: 2002/708; 2012/1208; 2014/1067; 2017/1268; 2022/1068. Indicador de Usabilidad: La métrica se calcula como: Indicador de Usabilidad = (Número de ejecutivos que reportan uso de la herramienta en el año de la encuesta / Número total de ejecutivos encuestados en ese año) × 100. Refleja el porcentaje de ejecutivos que indicaron haber utilizado la herramienta de gestión en su organización durante el periodo previo al año de la encuesta. Perfil de Usuarios: Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas para el desarrollo y compromiso de los empleados con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, directores de recursos humanos, especialistas en gestión del talento y expertos en cultura organizacional que buscan mecanismos para fomentar el compromiso, la ética y la satisfacción de los empleados. Limitaciones: La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad. Fuente: Rigby (2003); Rigby & Bilodeau (2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023)."
